"gender_feedback","budget_shown","year_shown","poli_shown","female_pick","budget_pick","year_pick","poli_pick","gender","base_gender","choice-1","choice-2","choice-3","choice-4","choice-5","choice-6","choice-7","race","age","gender_code","race_code"
1,0,1,1,1,1,0,1,"Man",0,"The Darkest Hour","A Beautiful Day in the Neighborhood","Braveheart","Moneyball","Chaplin","The Doors","Marie Antoinette","White / Caucasian",61,1,1
0,1,1,1,0,0,0,1,"Man",1,"The Imitation Game","A Beautiful Mind","The Doors","Braveheart","The Aviator","Marie Antoinette","Nixon","White / Caucasian",36,1,1
1,1,1,0,1,0,1,1,"Woman",2,"Chaplin","J. Edgar","Marie Antoinette","Jobs","On The Basis of Sex","The Doors","The Iron Lady","White / Caucasian",38,0,1
0,1,1,1,1,0,1,1,"Woman",2,"Braveheart","The Aviator","Coco Before Chanel","Hitchcock","Judy","Nixon","On The Basis of Sex","Black or African American",43,0,0
0,1,1,1,0,0,1,0,"Man",1,"Amadeus","The Aviator","Tolkien","Braveheart","The Darkest Hour","The Iron Lady","Hitchcock","White / Caucasian",48,1,1
0,1,1,1,0,1,1,0,"Man",1,"Lincoln","The Aviator","Judy","A Beautiful Day in the Neighborhood","Tolkien","Jobs","Oppenheimer","White / Caucasian",30,1,1
1,0,1,1,0,1,1,0,"Woman",2,"Marie Antoinette","Amadeus","The Iron Lady","The Doors","J. Edgar","Chaplin","Oppenheimer","White / Caucasian",34,0,1
1,0,1,1,0,0,0,0,"Woman",1,"On The Basis of Sex","Oppenheimer","Amadeus","Capote","A Beautiful Day in the Neighborhood","The Imitation Game","The Doors","White / Caucasian",70,0,1
0,1,1,1,0,0,1,0,"Woman",0,"Moneyball","Jobs","A Beautiful Day in the Neighborhood","Capote","The Aviator","Braveheart","Tolkien","Hispanic / Latinx",32,0,0
1,0,1,1,1,0,1,1,"Woman",0,"A Beautiful Day in the Neighborhood","Oppenheimer","Tolkien","Lincoln","Jobs","The Aviator","On The Basis of Sex","White / Caucasian",56,0,1
0,1,1,1,0,1,1,1,"Woman",0,"The Aviator","The Doors","The Darkest Hour","A Beautiful Mind","Moneyball","Oppenheimer","Lincoln","White / Caucasian",50,0,1
0,1,1,1,1,1,0,1,"Man",0,"Braveheart","Jobs","Hitchcock","The Darkest Hour","The Doors","Chaplin","Marie Antoinette","White / Caucasian",45,1,1
0,1,1,1,0,0,1,1,"Woman",1,"The Aviator","On The Basis of Sex","The Darkest Hour","A Beautiful Mind","A Beautiful Day in the Neighborhood","Jobs","J. Edgar","White / Caucasian",55,0,1
1,1,1,0,1,0,1,1,"Man",0,"Oppenheimer","Amadeus","The Imitation Game","Jobs","The Aviator","Lincoln","On The Basis of Sex","White / Caucasian",40,1,1
1,1,1,0,1,0,0,0,"Woman",1,"Lincoln","The Darkest Hour","The Doors","The Aviator","Marie Antoinette","JFK","Coco Before Chanel","Black or African American",48,0,0
1,0,1,1,0,1,1,1,"Man",0,"Jobs","A Beautiful Mind","Braveheart","JFK","The Aviator","The Darkest Hour","Lincoln","White / Caucasian",31,1,1
1,0,1,1,0,0,1,1,"Man",2,"Oppenheimer","The Iron Lady","A Beautiful Day in the Neighborhood","Capote","On The Basis of Sex","Nixon","J. Edgar","White / Caucasian",50,1,1
0,1,1,1,0,1,0,0,"Woman",2,"Braveheart","J. Edgar","Lincoln","Oppenheimer","On The Basis of Sex","Judy","A Beautiful Mind","Asian / Pacific Islander",48,0,0
1,1,1,0,1,1,0,1,"Woman",2,"On The Basis of Sex","Braveheart","Tolkien","A Beautiful Day in the Neighborhood","Judy","Oppenheimer","Marie Antoinette","White / Caucasian",37,0,1
1,1,1,0,0,0,1,1,"Man",1,"Moneyball","Tolkien","Judy","A Beautiful Mind","Braveheart","The Darkest Hour","J. Edgar","White / Caucasian",27,1,1
0,1,1,1,0,0,1,0,"Woman",2,"On The Basis of Sex","A Beautiful Day in the Neighborhood","Judy","Amadeus","Oppenheimer","The Imitation Game","Tolkien","White / Caucasian",42,0,1
0,1,1,1,0,0,0,0,"Woman",0,"Jobs","Lincoln","Moneyball","Hitchcock","Capote","A Beautiful Day in the Neighborhood","The Doors","Black or African American",42,0,0
1,0,1,1,1,0,1,0,"Woman",0,"Lincoln","Tolkien","Chaplin","A Beautiful Day in the Neighborhood","J. Edgar","Hitchcock","Judy","White / Caucasian",58,0,1
0,1,1,1,0,0,1,0,"Woman",1,"Lincoln","The Darkest Hour","W. A Life Misunderstood","Nixon","J. Edgar","On The Basis of Sex","Hitchcock","White / Caucasian",23,0,1
1,0,1,1,1,1,0,1,"Woman",3,"A Beautiful Day in the Neighborhood","On The Basis of Sex","Coco Before Chanel","Lincoln","Jobs","Judy","Marie Antoinette","Asian / Pacific Islander",29,0,0
1,1,1,0,1,0,1,0,"Man",2,"On The Basis of Sex","A Beautiful Mind","Braveheart","The Imitation Game","The Iron Lady","Amadeus","Judy","Black or African American",31,1,0
1,0,1,1,0,0,1,0,"Woman",0,"Lincoln","A Beautiful Day in the Neighborhood","The Doors","Amadeus","The Imitation Game","The Aviator","Jobs","White / Caucasian",46,0,1
0,1,1,1,0,1,0,1,"Woman",1,"The Doors","A Beautiful Day in the Neighborhood","Amadeus","Oppenheimer","Capote","Judy","Braveheart","White / Caucasian",45,0,1
0,1,1,1,1,1,0,1,"Man",0,"Braveheart","Hitchcock","The Imitation Game","Chaplin","Oppenheimer","Lincoln","Marie Antoinette","Asian / Pacific Islander",51,1,0
0,1,1,1,1,1,0,1,"Woman",2,"Oppenheimer","On The Basis of Sex","Jobs","Judy","Braveheart","A Beautiful Mind","Marie Antoinette","White / Caucasian",64,0,1
1,0,1,1,1,0,1,0,"Woman",2,"Marie Antoinette","On The Basis of Sex","Lincoln","A Beautiful Day in the Neighborhood","Oppenheimer","J. Edgar","Judy","White / Caucasian",57,0,1
0,1,1,1,0,0,1,0,"Man",1,"Tolkien","A Beautiful Day in the Neighborhood","Oppenheimer","Lincoln","On The Basis of Sex","Jobs","The Imitation Game","White / Caucasian",60,1,1
1,1,1,0,0,1,1,1,"Man",1,"Nixon","The Aviator","A Beautiful Day in the Neighborhood","Braveheart","Marie Antoinette","The Doors","Lincoln","White / Caucasian",48,1,1
0,1,1,1,0,0,1,0,"Woman",0,"Tolkien","Chaplin","Nixon","Oppenheimer","Lincoln","Hitchcock","A Beautiful Day in the Neighborhood","White / Caucasian",26,0,1
0,1,1,1,0,1,0,1,"Woman",2,"The Doors","The Imitation Game","Oppenheimer","Judy","Coco Before Chanel","A Beautiful Day in the Neighborhood","Braveheart","Hispanic / Latinx",47,0,0
0,1,1,1,0,1,1,0,"Man",3,"On The Basis of Sex","The Darkest Hour","Jobs","The Iron Lady","Lincoln","Marie Antoinette","Oppenheimer","White / Caucasian",67,1,1
0,1,1,1,0,0,1,1,"Man",0,"Jobs","Braveheart","W. A Life Misunderstood","The Aviator","Oppenheimer","Lincoln","J. Edgar","White / Caucasian",44,1,1
0,1,1,1,0,1,1,0,"Man",1,"On The Basis of Sex","W. A Life Misunderstood","Moneyball","Jobs","Nixon","Lincoln","Oppenheimer","White / Caucasian",29,1,1
0,1,1,1,1,1,0,1,"Woman",1,"The Aviator","Oppenheimer","The Imitation Game","Nixon","Coco Before Chanel","The Darkest Hour","Marie Antoinette","White / Caucasian",36,0,1
0,1,1,1,0,0,1,1,"Man",1,"Lincoln","Coco Before Chanel","Chaplin","Amadeus","Tolkien","The Imitation Game","The Darkest Hour","White / Caucasian",46,1,1
0,1,1,1,0,1,0,0,"Woman",0,"The Doors","A Beautiful Day in the Neighborhood","Jobs","The Aviator","Braveheart","JFK","A Beautiful Mind","White / Caucasian",42,0,1
0,1,1,1,1,0,1,0,"Woman",1,"Braveheart","Oppenheimer","A Beautiful Day in the Neighborhood","On The Basis of Sex","Jobs","Tolkien","Judy","White / Caucasian",33,0,1
0,1,1,1,0,0,1,0,"Man",0,"Braveheart","Jobs","The Doors","Tolkien","A Beautiful Day in the Neighborhood","The Aviator","Hitchcock","Black or African American",36,1,0
1,1,0,1,0,1,1,1,"Man",0,"A Beautiful Mind","Oppenheimer","Braveheart","Moneyball","Capote","The Imitation Game","Lincoln","White / Caucasian",36,1,1
1,0,1,1,0,0,1,0,"Man",0,"Capote","Oppenheimer","Lincoln","Braveheart","The Aviator","W. A Life Misunderstood","A Beautiful Day in the Neighborhood","White / Caucasian",34,1,1
0,1,1,1,0,1,1,0,"Man",3,"On The Basis of Sex","Lincoln","Coco Before Chanel","A Beautiful Mind","Jobs","Marie Antoinette","Oppenheimer","White / Caucasian",37,1,1
0,1,1,1,1,0,1,1,"Woman",3,"A Beautiful Day in the Neighborhood","Judy","Oppenheimer","Coco Before Chanel","The Iron Lady","Jobs","On The Basis of Sex","White / Caucasian",32,0,1
1,1,1,0,1,1,0,1,"Woman",2,"Hitchcock","On The Basis of Sex","Chaplin","Coco Before Chanel","Amadeus","Tolkien","Marie Antoinette","White / Caucasian",40,0,1
1,0,1,1,1,0,1,1,"Man",0,"Braveheart","The Imitation Game","Lincoln","Oppenheimer","The Darkest Hour","A Beautiful Mind","On The Basis of Sex","Hispanic / Latinx",30,1,0
1,1,1,0,1,0,1,1,"Man",0,"The Imitation Game","The Darkest Hour","Lincoln","Capote","Oppenheimer","Amadeus","On The Basis of Sex","White / Caucasian",32,1,1
0,1,1,1,0,1,0,0,"Man",0,"The Doors","Tolkien","J. Edgar","Jobs","Braveheart","Amadeus","The Aviator","White / Caucasian",51,1,1
0,1,1,1,0,1,0,0,"Man",0,"Oppenheimer","The Doors","Braveheart","Lincoln","Moneyball","Jobs","The Aviator","White / Caucasian",45,1,1
1,0,1,1,1,1,0,1,"Man",0,"Tolkien","Chaplin","Braveheart","A Beautiful Day in the Neighborhood","Amadeus","Lincoln","Marie Antoinette","Asian / Pacific Islander",43,1,0
1,0,1,1,0,0,1,0,"Woman",0,"A Beautiful Day in the Neighborhood","The Darkest Hour","W. A Life Misunderstood","Braveheart","Oppenheimer","Nixon","Hitchcock","White / Caucasian",64,0,1
0,1,1,1,0,0,0,0,"Man",0,"The Doors","A Beautiful Day in the Neighborhood","Jobs","Lincoln","Oppenheimer","Amadeus","Chaplin","White / Caucasian",47,1,1
1,0,1,1,0,1,1,1,"Woman",1,"Tolkien","Oppenheimer","The Imitation Game","A Beautiful Day in the Neighborhood","Amadeus","Coco Before Chanel","Lincoln","White / Caucasian",46,0,1
0,1,1,1,0,1,1,1,"Man",1,"The Doors","Hitchcock","Nixon","Moneyball","The Aviator","On The Basis of Sex","Lincoln","White / Caucasian",57,1,1
0,1,1,1,1,0,1,0,"Man",1,"Amadeus","On The Basis of Sex","Capote","A Beautiful Day in the Neighborhood","W. A Life Misunderstood","Jobs","Judy","White / Caucasian",36,1,1
1,1,1,0,0,1,1,1,"Man",1,"Oppenheimer","Tolkien","Coco Before Chanel","J. Edgar","A Beautiful Day in the Neighborhood","Jobs","Lincoln","White / Caucasian",63,1,1
1,1,1,0,1,0,1,0,"Woman",2,"Oppenheimer","Lincoln","The Darkest Hour","Jobs","Coco Before Chanel","Marie Antoinette","Judy","White / Caucasian",21,0,1
1,0,1,1,1,0,1,1,"Man",0,"A Beautiful Mind","Braveheart","Oppenheimer","Lincoln","The Aviator","J. Edgar","On The Basis of Sex","Asian / Pacific Islander",43,1,0
0,1,1,1,1,0,0,0,"Woman",0,"Capote","Tolkien","The Doors","JFK","J. Edgar","The Darkest Hour","Coco Before Chanel","White / Caucasian",60,0,1
0,1,1,1,0,0,1,1,"Woman",1,"Hitchcock","A Beautiful Day in the Neighborhood","Oppenheimer","The Doors","Jobs","The Iron Lady","The Darkest Hour","White / Caucasian",49,0,1
1,0,1,1,0,1,0,0,"Man",0,"Oppenheimer","Amadeus","Tolkien","The Doors","Braveheart","Jobs","The Aviator","American Indian or Alaskan Native",30,1,0
0,1,1,1,0,0,0,0,"Man",1,"The Imitation Game","Lincoln","Amadeus","On The Basis of Sex","Oppenheimer","A Beautiful Day in the Neighborhood","Capote","White / Caucasian",46,1,1
1,1,1,0,0,1,1,1,"Woman",0,"Braveheart","Oppenheimer","A Beautiful Day in the Neighborhood","Chaplin","The Imitation Game","Jobs","Lincoln","White / Caucasian",43,0,1
1,1,0,1,1,0,1,1,"Woman",1,"The Iron Lady","Oppenheimer","A Beautiful Day in the Neighborhood","Lincoln","The Darkest Hour","Amadeus","On The Basis of Sex","White / Caucasian",48,0,1
1,0,1,1,0,1,1,1,"Man",0,"A Beautiful Mind","Oppenheimer","Tolkien","Hitchcock","Chaplin","J. Edgar","Lincoln","Asian / Pacific Islander",27,1,0
1,0,1,1,1,1,0,1,"Man",2,"Tolkien","On The Basis of Sex","Judy","A Beautiful Day in the Neighborhood","Jobs","Chaplin","Marie Antoinette","White / Caucasian",58,1,1
0,1,1,1,0,1,0,1,"Woman",1,"Moneyball","Lincoln","Oppenheimer","A Beautiful Day in the Neighborhood","Judy","The Darkest Hour","Braveheart","Asian / Pacific Islander",32,0,0
1,1,0,1,0,1,0,1,"Woman",3,"On The Basis of Sex","Hitchcock","Amadeus","Lincoln","Judy","Coco Before Chanel","Braveheart","White / Caucasian",72,0,1
0,1,1,1,0,1,0,0,"Woman",0,"Oppenheimer","J. Edgar","Braveheart","A Beautiful Day in the Neighborhood","Jobs","Lincoln","The Aviator","White / Caucasian",38,0,1
0,1,1,1,0,1,1,1,"Woman",0,"The Aviator","The Darkest Hour","The Doors","Jobs","Nixon","Chaplin","Lincoln","White / Caucasian",54,0,1
1,1,1,0,0,1,0,1,"Man",0,"A Beautiful Mind","Moneyball","Tolkien","Lincoln","The Aviator","The Imitation Game","Braveheart","Hispanic / Latinx",25,1,0
0,1,1,1,0,0,0,0,"Woman",2,"A Beautiful Day in the Neighborhood","Marie Antoinette","On The Basis of Sex","Jobs","Hitchcock","Amadeus","The Doors","Asian / Pacific Islander",48,0,0
1,1,0,1,1,1,0,1,"Woman",0,"JFK","Lincoln","A Beautiful Day in the Neighborhood","The Darkest Hour","Oppenheimer","Jobs","Marie Antoinette","Black or African American",32,0,0
0,1,1,1,0,1,0,1,"Woman",2,"Oppenheimer","Amadeus","Marie Antoinette","The Imitation Game","Lincoln","On The Basis of Sex","Braveheart","White / Caucasian",46,0,1
0,1,1,1,0,0,1,0,"Man",0,"Hitchcock","The Aviator","The Imitation Game","Oppenheimer","The Doors","Chaplin","Jobs","White / Caucasian",67,1,1
0,1,1,1,0,1,1,1,"Man",0,"The Imitation Game","Oppenheimer","Tolkien","Jobs","Hitchcock","A Beautiful Day in the Neighborhood","Lincoln","Black or African American",36,1,0
0,1,1,1,1,0,1,1,"Woman",2,"The Doors","Lincoln","Moneyball","Marie Antoinette","Judy","Braveheart","The Iron Lady","White / Caucasian",33,0,1
1,1,1,0,0,0,1,0,"Woman",2,"Oppenheimer","The Iron Lady","Tolkien","Coco Before Chanel","Jobs","J. Edgar","Hitchcock","White / Caucasian",42,0,1
1,1,1,0,0,0,1,0,"Man",1,"Lincoln","The Darkest Hour","The Iron Lady","Chaplin","The Aviator","J. Edgar","Hitchcock","White / Caucasian",30,1,1
0,1,1,1,0,1,0,0,"Man",0,"Oppenheimer","Braveheart","Lincoln","The Imitation Game","A Beautiful Day in the Neighborhood","Tolkien","A Beautiful Mind","Asian / Pacific Islander",33,1,0
0,1,1,1,0,0,1,0,"Man",1,"The Imitation Game","Jobs","Lincoln","Amadeus","The Iron Lady","The Aviator","Tolkien","White / Caucasian",34,1,1
1,0,1,1,1,0,1,0,"Man",0,"A Beautiful Day in the Neighborhood","The Doors","Capote","Oppenheimer","Braveheart","Moneyball","Judy","White / Caucasian",40,1,1
1,1,0,1,0,0,1,0,"Woman",1,"On The Basis of Sex","Moneyball","Lincoln","Oppenheimer","Amadeus","A Beautiful Day in the Neighborhood","The Imitation Game","White / Caucasian",48,0,1
1,1,1,0,0,1,0,0,"Man",2,"Braveheart","The Darkest Hour","A Beautiful Day in the Neighborhood","On The Basis of Sex","Moneyball","Judy","A Beautiful Mind","White / Caucasian",49,1,1
0,1,1,1,0,0,0,0,"Man",0,"Moneyball","Braveheart","The Darkest Hour","Lincoln","Oppenheimer","Tolkien","Amadeus","White / Caucasian",22,1,1
0,1,1,1,0,1,1,0,"Man",1,"Moneyball","Capote","A Beautiful Day in the Neighborhood","On The Basis of Sex","The Darkest Hour","A Beautiful Mind","Oppenheimer","Asian / Pacific Islander",32,1,0
0,1,1,1,0,0,1,0,"Woman",1,"Oppenheimer","A Beautiful Mind","Lincoln","The Doors","On The Basis of Sex","Jobs","A Beautiful Day in the Neighborhood","Asian / Pacific Islander",48,0,0
1,1,1,0,0,0,1,1,"Man",0,"Lincoln","Oppenheimer","Amadeus","Tolkien","Jobs","W. A Life Misunderstood","The Darkest Hour","Asian / Pacific Islander",25,1,0
1,0,1,1,1,0,1,0,"Man",0,"The Aviator","A Beautiful Mind","JFK","J. Edgar","Oppenheimer","Lincoln","Judy","Hispanic / Latinx",51,1,0
1,1,1,0,0,0,1,0,"Woman",0,"The Doors","Lincoln","The Imitation Game","A Beautiful Day in the Neighborhood","Tolkien","Hitchcock","Jobs","White / Caucasian",68,0,1
1,1,1,0,0,1,1,0,"Man",2,"The Doors","The Darkest Hour","On The Basis of Sex","The Iron Lady","A Beautiful Day in the Neighborhood","Oppenheimer","Moneyball","White / Caucasian",48,1,1
1,1,1,0,1,0,0,0,"Woman",1,"Marie Antoinette","A Beautiful Day in the Neighborhood","Braveheart","Oppenheimer","Hitchcock","The Imitation Game","Coco Before Chanel","Hispanic / Latinx",43,0,0
1,1,1,0,0,0,0,0,"Woman",3,"On The Basis of Sex","Oppenheimer","Judy","The Iron Lady","The Imitation Game","Lincoln","Amadeus","White / Caucasian",64,0,1
1,0,1,1,0,1,0,1,"Woman",3,"The Iron Lady","On The Basis of Sex","A Beautiful Mind","Nixon","W. A Life Misunderstood","Coco Before Chanel","JFK","Asian / Pacific Islander",40,0,0
1,1,1,0,1,1,0,1,"Woman",1,"Judy","Jobs","The Darkest Hour","Lincoln","A Beautiful Day in the Neighborhood","Chaplin","Marie Antoinette","Asian / Pacific Islander",28,0,0
1,1,1,0,0,0,1,0,"Man",1,"The Aviator","Braveheart","Moneyball","A Beautiful Day in the Neighborhood","Coco Before Chanel","Oppenheimer","Jobs","White / Caucasian",26,1,1
1,0,1,1,0,0,1,1,"Woman",5,"The Iron Lady","On The Basis of Sex","Coco Before Chanel","Judy","Marie Antoinette","Oppenheimer","The Darkest Hour","White / Caucasian",36,0,1
0,1,1,1,0,0,1,0,"Woman",1,"Marie Antoinette","Lincoln","Oppenheimer","Jobs","Moneyball","A Beautiful Mind","The Imitation Game","Hispanic / Latinx",29,0,0
1,1,1,0,0,0,1,0,"Woman",1,"Chaplin","Lincoln","Amadeus","On The Basis of Sex","J. Edgar","Oppenheimer","Jobs","White / Caucasian",69,0,1
0,1,1,1,0,0,1,0,"Woman",1,"A Beautiful Day in the Neighborhood","On The Basis of Sex","J. Edgar","Hitchcock","Oppenheimer","Chaplin","Tolkien","Black or African American",38,0,0
0,1,1,1,0,1,0,1,"Woman",2,"A Beautiful Day in the Neighborhood","The Imitation Game","Oppenheimer","Coco Before Chanel","Marie Antoinette","Jobs","Braveheart","White / Caucasian",54,0,1
0,1,1,1,0,1,0,0,"Man",0,"Moneyball","W. A Life Misunderstood","Braveheart","A Beautiful Day in the Neighborhood","Tolkien","The Imitation Game","The Aviator","White / Caucasian",29,1,1
1,1,1,0,1,0,1,0,"Woman",1,"Chaplin","Tolkien","Hitchcock","A Beautiful Day in the Neighborhood","Coco Before Chanel","Jobs","Judy","White / Caucasian",70,0,1
0,1,1,1,0,0,1,0,"Man",1,"Marie Antoinette","Jobs","A Beautiful Day in the Neighborhood","Hitchcock","The Aviator","Oppenheimer","The Imitation Game","White / Caucasian",73,1,1
0,1,1,1,0,0,1,1,"Man",1,"Lincoln","Tolkien","Amadeus","Marie Antoinette","The Aviator","Jobs","The Darkest Hour","White / Caucasian",51,1,1
1,0,1,1,0,0,0,0,"Woman",2,"Judy","Coco Before Chanel","The Imitation Game","A Beautiful Day in the Neighborhood","Tolkien","Lincoln","The Doors","White / Caucasian",25,0,1
0,1,1,1,1,0,0,0,"Woman",0,"J. Edgar","JFK","A Beautiful Mind","Moneyball","The Imitation Game","Jobs","Coco Before Chanel","Asian / Pacific Islander",48,0,0
0,1,1,1,0,0,1,0,"Woman",1,"Lincoln","W. A Life Misunderstood","The Iron Lady","A Beautiful Day in the Neighborhood","Braveheart","Nixon","Jobs","White / Caucasian",67,0,1
0,1,1,1,0,0,1,1,"Woman",2,"On The Basis of Sex","A Beautiful Mind","Hitchcock","Jobs","Judy","The Imitation Game","The Darkest Hour","White / Caucasian",62,0,1
0,1,1,1,0,0,1,0,"Man",0,"Braveheart","A Beautiful Day in the Neighborhood","Oppenheimer","The Doors","Amadeus","The Darkest Hour","Tolkien","White / Caucasian",52,1,1
0,1,1,1,0,1,0,0,"Man",1,"Lincoln","Braveheart","The Doors","On The Basis of Sex","Oppenheimer","A Beautiful Mind","The Aviator","Black or African American",65,1,0
0,1,1,1,0,0,0,0,"Man",2,"Amadeus","Hitchcock","The Doors","Marie Antoinette","Judy","Moneyball","Capote","White / Caucasian",53,1,1
0,1,1,1,0,1,1,0,"Woman",2,"Jobs","Lincoln","W. A Life Misunderstood","On The Basis of Sex","A Beautiful Day in the Neighborhood","Judy","Oppenheimer","Black or African American",31,0,0
0,1,1,1,0,1,0,1,"Woman",1,"Jobs","Lincoln","Chaplin","J. Edgar","The Aviator","Marie Antoinette","JFK","White / Caucasian",22,0,1
1,1,0,1,0,0,1,0,"Man",0,"The Aviator","Hitchcock","Oppenheimer","Braveheart","A Beautiful Mind","Amadeus","The Imitation Game","Hispanic / Latinx",32,1,0
1,1,1,0,1,0,1,0,"Woman",3,"Marie Antoinette","A Beautiful Day in the Neighborhood","The Iron Lady","The Imitation Game","The Darkest Hour","On The Basis of Sex","Judy","White / Caucasian",34,0,1
1,0,1,1,1,1,0,1,"Man",1,"Jobs","The Imitation Game","Oppenheimer","On The Basis of Sex","A Beautiful Mind","The Darkest Hour","Marie Antoinette","White / Caucasian",61,1,1
1,0,1,1,0,0,0,1,"Woman",2,"On The Basis of Sex","Oppenheimer","Hitchcock","The Iron Lady","A Beautiful Mind","The Imitation Game","W. A Life Misunderstood","White / Caucasian",67,0,1
1,1,1,0,1,0,1,1,"Woman",1,"The Iron Lady","J. Edgar","Nixon","The Darkest Hour","JFK","Tolkien","On The Basis of Sex","White / Caucasian",29,0,1
0,1,1,1,0,1,0,0,"Woman",1,"The Darkest Hour","Amadeus","The Aviator","Marie Antoinette","JFK","Braveheart","A Beautiful Mind","White / Caucasian",28,0,1
1,1,1,0,0,1,0,0,"Man",1,"Lincoln","Judy","The Darkest Hour","The Imitation Game","A Beautiful Day in the Neighborhood","J. Edgar","The Aviator","Hispanic / Latinx",24,1,0
0,1,1,1,0,0,1,0,"Woman",1,"Capote","Nixon","A Beautiful Day in the Neighborhood","A Beautiful Mind","Judy","W. A Life Misunderstood","Hitchcock","White / Caucasian",54,0,1
1,0,1,1,0,1,1,1,"Woman",1,"A Beautiful Day in the Neighborhood","Jobs","On The Basis of Sex","Tolkien","Hitchcock","J. Edgar","Lincoln","White / Caucasian",37,0,1
0,1,1,1,0,0,0,0,"Woman",1,"Amadeus","Tolkien","Braveheart","Oppenheimer","Judy","Chaplin","The Doors","White / Caucasian",35,0,1
0,1,1,1,0,1,0,0,"Man",3,"Coco Before Chanel","The Aviator","Braveheart","The Iron Lady","On The Basis of Sex","Chaplin","A Beautiful Mind","White / Caucasian",50,1,1
1,1,1,0,1,0,1,1,"Man",0,"Braveheart","Moneyball","The Aviator","A Beautiful Day in the Neighborhood","Amadeus","The Imitation Game","On The Basis of Sex","Hispanic / Latinx",51,1,0
0,1,1,1,0,0,1,1,"Woman",1,"Jobs","Lincoln","Chaplin","Nixon","J. Edgar","Coco Before Chanel","The Darkest Hour","White / Caucasian",35,0,1
1,1,0,1,0,1,0,0,"Woman",2,"Oppenheimer","A Beautiful Day in the Neighborhood","On The Basis of Sex","Lincoln","Judy","The Darkest Hour","A Beautiful Mind","White / Caucasian",68,0,1
0,1,1,1,0,0,0,0,"Woman",0,"The Aviator","J. Edgar","Moneyball","Braveheart","Oppenheimer","Tolkien","The Doors","White / Caucasian",59,0,1
1,1,1,0,0,0,1,0,"Man",2,"Tolkien","Amadeus","The Doors","A Beautiful Day in the Neighborhood","Marie Antoinette","Judy","The Imitation Game","Black or African American",30,1,0
0,1,1,1,0,0,1,0,"Woman",1,"Lincoln","Marie Antoinette","Amadeus","JFK","Oppenheimer","A Beautiful Mind","A Beautiful Day in the Neighborhood","White / Caucasian",36,0,1
1,1,1,0,1,0,1,0,"Woman",2,"The Iron Lady","Lincoln","The Darkest Hour","Coco Before Chanel","The Imitation Game","J. Edgar","Judy","White / Caucasian",70,0,1
0,1,1,1,0,0,1,0,"Woman",5,"On The Basis of Sex","Coco Before Chanel","Marie Antoinette","Jobs","Judy","The Iron Lady","A Beautiful Day in the Neighborhood","White / Caucasian",51,0,1
0,1,1,1,0,1,1,0,"Woman",2,"The Iron Lady","Marie Antoinette","The Doors","The Imitation Game","Lincoln","W. A Life Misunderstood","Oppenheimer","White / Caucasian",23,0,1
1,0,1,1,0,0,0,1,"Man",0,"Braveheart","Lincoln","Oppenheimer","Hitchcock","A Beautiful Mind","JFK","W. A Life Misunderstood","Hispanic / Latinx",28,1,0
1,1,1,0,0,1,0,0,"Woman",1,"Lincoln","The Imitation Game","The Darkest Hour","The Iron Lady","Jobs","A Beautiful Day in the Neighborhood","A Beautiful Mind","White / Caucasian",58,0,1
0,1,1,1,0,1,1,1,"Man",0,"Braveheart","Oppenheimer","Moneyball","Jobs","The Darkest Hour","J. Edgar","Lincoln","White / Caucasian",38,1,1
0,1,1,1,1,0,1,1,"Woman",1,"Lincoln","The Darkest Hour","Jobs","The Imitation Game","The Iron Lady","A Beautiful Day in the Neighborhood","On The Basis of Sex","White / Caucasian",65,0,1
1,1,0,1,1,0,1,0,"Woman",0,"A Beautiful Mind","The Aviator","Braveheart","Lincoln","A Beautiful Day in the Neighborhood","Amadeus","Judy","White / Caucasian",44,0,1
0,1,1,1,0,0,0,0,"Woman",3,"A Beautiful Day in the Neighborhood","On The Basis of Sex","Marie Antoinette","Jobs","Judy","Tolkien","Chaplin","White / Caucasian",54,0,1
1,1,1,0,0,0,0,0,"Man",3,"Lincoln","A Beautiful Day in the Neighborhood","On The Basis of Sex","Judy","The Iron Lady","Jobs","Chaplin","White / Caucasian",26,1,1
1,1,1,0,0,0,0,1,"Woman",2,"Jobs","A Beautiful Day in the Neighborhood","Marie Antoinette","Tolkien","On The Basis of Sex","W. A Life Misunderstood","Nixon","White / Caucasian",32,0,1
1,1,0,1,1,0,1,1,"Woman",0,"The Imitation Game","A Beautiful Day in the Neighborhood","The Darkest Hour","Jobs","Oppenheimer","Tolkien","On The Basis of Sex","White / Caucasian",27,0,1
1,1,1,0,0,0,1,0,"Man",0,"The Aviator","The Imitation Game","Tolkien","J. Edgar","Moneyball","JFK","Hitchcock","White / Caucasian",54,1,1
0,1,1,1,1,0,1,1,"Woman",0,"The Aviator","The Imitation Game","Lincoln","W. A Life Misunderstood","Nixon","JFK","On The Basis of Sex","White / Caucasian",30,0,1
1,1,1,0,0,0,1,0,"Woman",2,"A Beautiful Day in the Neighborhood","Marie Antoinette","Tolkien","Judy","Braveheart","Amadeus","The Imitation Game","Black or African American",58,0,0
0,1,1,1,0,0,0,0,"Woman",2,"Tolkien","A Beautiful Day in the Neighborhood","Oppenheimer","Jobs","Judy","Marie Antoinette","The Doors","Asian / Pacific Islander",35,0,0
