"gender_feedback","budget_shown","year_shown","poli_shown","female_pick","budget_pick","year_pick","poli_pick","gender","base_gender","choice-1","choice-2","choice-3","choice-4","choice-5","choice-6","choice-7","race","age","gender_code","race_code"
0,1,1,1,0,0,0,0,"Man",2,"The Iron Lady","Jobs","Tolkien","The Doors","Judy","Oppenheimer","Amadeus","Black or African American",37,1,0
1,1,1,0,1,1,0,1,"Man",0,"Lincoln","Tolkien","The Darkest Hour","Oppenheimer","The Imitation Game","Braveheart","Marie Antoinette","White / Caucasian",28,1,1
1,1,1,0,1,0,1,0,"Man",1,"Jobs","The Imitation Game","Tolkien","A Beautiful Mind","On The Basis of Sex","Amadeus","Judy","White / Caucasian",64,1,1
1,1,1,0,1,0,1,1,"Man",0,"Lincoln","Braveheart","The Aviator","Oppenheimer","J. Edgar","Jobs","The Iron Lady","Hispanic / Latinx",38,1,0
0,1,1,1,0,1,0,0,"Man",0,"J. Edgar","Jobs","Chaplin","Oppenheimer","The Aviator","A Beautiful Day in the Neighborhood","A Beautiful Mind","Asian / Pacific Islander",27,1,0
1,1,0,1,1,0,1,1,"Woman",2,"A Beautiful Day in the Neighborhood","The Aviator","Marie Antoinette","Jobs","Coco Before Chanel","Amadeus","On The Basis of Sex","White / Caucasian",46,0,1
0,1,1,1,1,0,1,0,"Woman",1,"On The Basis of Sex","Moneyball","A Beautiful Mind","Oppenheimer","Jobs","A Beautiful Day in the Neighborhood","Judy","Hispanic / Latinx",35,0,0
1,1,1,0,0,1,1,1,"Woman",2,"Judy","Capote","The Doors","Hitchcock","The Imitation Game","On The Basis of Sex","Lincoln","White / Caucasian",41,0,1
1,1,0,1,1,0,1,1,"Man",1,"The Doors","The Imitation Game","Capote","Lincoln","Judy","Hitchcock","The Iron Lady","White / Caucasian",41,1,1
0,1,1,1,0,0,0,1,"Man",1,"Lincoln","The Imitation Game","Chaplin","Capote","The Iron Lady","Hitchcock","Nixon","White / Caucasian",46,1,1
1,1,1,0,1,1,0,1,"Man",1,"Oppenheimer","On The Basis of Sex","Lincoln","The Doors","Amadeus","Jobs","Marie Antoinette","White / Caucasian",66,1,1
1,1,1,0,0,0,1,0,"Man",2,"Oppenheimer","The Doors","On The Basis of Sex","A Beautiful Day in the Neighborhood","Judy","Lincoln","Jobs","White / Caucasian",36,1,1
0,1,1,1,1,0,1,0,"Man",0,"Oppenheimer","The Aviator","Lincoln","Tolkien","The Imitation Game","J. Edgar","Judy","Hispanic / Latinx",35,1,0
0,1,1,1,0,0,0,1,"Man",3,"Judy","Coco Before Chanel","Jobs","On The Basis of Sex","Tolkien","Lincoln","Nixon","White / Caucasian",41,1,1
1,1,0,1,0,1,0,0,"Man",4,"Coco Before Chanel","The Iron Lady","On The Basis of Sex","A Beautiful Day in the Neighborhood","Judy","JFK","The Aviator","White / Caucasian",43,1,1
0,1,1,1,1,0,0,0,"Woman",1,"Judy","The Aviator","Jobs","Braveheart","Oppenheimer","The Doors","Coco Before Chanel","Black or African American",44,0,0
0,1,1,1,0,1,0,1,"Man",4,"Marie Antoinette","The Iron Lady","Amadeus","Braveheart","Coco Before Chanel","Judy","JFK","White / Caucasian",55,1,1
0,1,1,1,0,1,0,0,"Woman",2,"On The Basis of Sex","Jobs","Judy","A Beautiful Day in the Neighborhood","Oppenheimer","Moneyball","The Aviator","White / Caucasian",43,0,1
0,1,1,1,0,0,1,1,"Woman",4,"Marie Antoinette","A Beautiful Day in the Neighborhood","Jobs","On The Basis of Sex","Coco Before Chanel","Judy","J. Edgar","White / Caucasian",34,0,1
1,0,1,1,0,0,0,1,"Man",0,"Hitchcock","Capote","Lincoln","Chaplin","Amadeus","Braveheart","Nixon","White / Caucasian",33,1,1
1,1,1,0,0,1,0,1,"Man",2,"Hitchcock","Coco Before Chanel","Marie Antoinette","Oppenheimer","Tolkien","A Beautiful Mind","Braveheart","White / Caucasian",34,1,1
1,1,1,0,1,0,1,1,"Woman",1,"Nixon","Braveheart","Lincoln","The Darkest Hour","Jobs","On The Basis of Sex","The Iron Lady","White / Caucasian",62,0,1
0,1,1,1,0,0,1,0,"Man",0,"A Beautiful Day in the Neighborhood","JFK","Lincoln","Oppenheimer","The Imitation Game","Braveheart","Jobs","White / Caucasian",45,1,1
1,1,1,0,1,0,1,0,"Man",0,"The Darkest Hour","A Beautiful Mind","Braveheart","Chaplin","A Beautiful Day in the Neighborhood","Jobs","Judy","White / Caucasian",49,1,1
0,1,1,1,1,0,1,0,"Woman",0,"Lincoln","The Doors","Tolkien","A Beautiful Day in the Neighborhood","Braveheart","The Aviator","Judy","White / Caucasian",34,0,1
1,1,1,0,0,0,0,0,"Woman",0,"Oppenheimer","Tolkien","A Beautiful Day in the Neighborhood","The Doors","Braveheart","Lincoln","Chaplin","Hispanic / Latinx",32,0,0
0,1,1,1,0,1,1,0,"Man",0,"The Aviator","The Imitation Game","A Beautiful Day in the Neighborhood","Jobs","Lincoln","The Darkest Hour","Moneyball","Hispanic / Latinx",31,1,0
1,1,1,0,0,1,0,1,"Man",1,"Oppenheimer","Capote","The Aviator","Judy","A Beautiful Day in the Neighborhood","Lincoln","Braveheart","White / Caucasian",38,1,1
0,1,1,1,0,0,1,0,"Man",0,"Tolkien","The Imitation Game","Capote","Moneyball","A Beautiful Mind","Oppenheimer","Jobs","White / Caucasian",33,1,1
1,0,1,1,0,1,1,0,"Woman",0,"Amadeus","The Aviator","A Beautiful Day in the Neighborhood","Jobs","A Beautiful Mind","The Imitation Game","Moneyball","White / Caucasian",46,0,1
1,0,1,1,1,0,1,1,"Man",2,"Marie Antoinette","Coco Before Chanel","Tolkien","A Beautiful Day in the Neighborhood","Amadeus","Chaplin","On The Basis of Sex","White / Caucasian",36,1,1
1,1,1,0,0,0,1,0,"Woman",1,"Capote","Moneyball","W. A Life Misunderstood","Jobs","Coco Before Chanel","JFK","Tolkien","White / Caucasian",35,0,1
0,1,1,1,0,0,1,0,"Woman",1,"Lincoln","Judy","A Beautiful Day in the Neighborhood","Braveheart","Amadeus","Chaplin","Tolkien","White / Caucasian",45,0,1
1,1,1,0,0,1,0,1,"Woman",3,"A Beautiful Day in the Neighborhood","Jobs","Judy","Lincoln","On The Basis of Sex","Marie Antoinette","Braveheart","White / Caucasian",24,0,1
0,1,1,1,0,0,1,1,"Woman",1,"Tolkien","On The Basis of Sex","Capote","The Doors","Hitchcock","A Beautiful Day in the Neighborhood","J. Edgar","White / Caucasian",61,0,1
0,1,1,1,0,0,1,0,"Woman",2,"On The Basis of Sex","Braveheart","A Beautiful Day in the Neighborhood","Coco Before Chanel","Amadeus","Hitchcock","Tolkien","White / Caucasian",68,0,1
1,1,1,0,0,0,1,0,"Woman",2,"Judy","Lincoln","Braveheart","The Doors","Marie Antoinette","J. Edgar","A Beautiful Day in the Neighborhood","White / Caucasian",35,0,1
0,1,1,1,1,0,0,0,"Woman",0,"The Doors","J. Edgar","Tolkien","A Beautiful Day in the Neighborhood","Oppenheimer","The Imitation Game","Coco Before Chanel","White / Caucasian",66,0,1
1,1,1,0,1,0,1,1,"Woman",0,"The Aviator","Nixon","Lincoln","Oppenheimer","The Darkest Hour","A Beautiful Day in the Neighborhood","On The Basis of Sex","White / Caucasian",55,0,1
0,1,1,1,0,0,1,1,"Woman",1,"Braveheart","A Beautiful Day in the Neighborhood","Oppenheimer","Lincoln","On The Basis of Sex","Moneyball","J. Edgar","Hispanic / Latinx",45,0,0
0,1,1,1,1,0,1,1,"Man",1,"Nixon","The Doors","Braveheart","The Aviator","The Iron Lady","Lincoln","On The Basis of Sex","White / Caucasian",70,1,1
1,0,1,1,1,1,0,1,"Woman",2,"Lincoln","Hitchcock","Judy","On The Basis of Sex","A Beautiful Day in the Neighborhood","Chaplin","Marie Antoinette","White / Caucasian",44,0,1
1,1,1,0,1,0,1,1,"Man",0,"Jobs","Oppenheimer","A Beautiful Mind","Lincoln","The Darkest Hour","The Imitation Game","On The Basis of Sex","Hispanic / Latinx",38,1,0
1,0,1,1,0,0,0,1,"Woman",0,"Braveheart","J. Edgar","The Darkest Hour","JFK","A Beautiful Mind","The Imitation Game","Nixon","White / Caucasian",46,0,1
1,0,1,1,0,0,0,0,"Woman",1,"The Aviator","Marie Antoinette","W. A Life Misunderstood","Hitchcock","Jobs","Lincoln","Amadeus","White / Caucasian",46,0,1
1,1,1,0,0,1,1,0,"Woman",1,"The Iron Lady","Hitchcock","J. Edgar","Moneyball","Chaplin","Nixon","Oppenheimer","White / Caucasian",26,0,1
0,1,1,1,0,0,1,0,"Woman",3,"Hitchcock","A Beautiful Day in the Neighborhood","Judy","The Aviator","Marie Antoinette","Coco Before Chanel","Jobs","White / Caucasian",42,0,1
0,1,1,1,0,1,1,0,"Woman",1,"Lincoln","Jobs","Coco Before Chanel","Amadeus","A Beautiful Mind","Chaplin","Oppenheimer","Asian / Pacific Islander",49,0,0
0,1,1,1,0,0,0,0,"Woman",0,"Tolkien","JFK","The Aviator","Oppenheimer","A Beautiful Mind","Lincoln","Capote","White / Caucasian",63,0,1
1,1,1,0,0,0,1,0,"Woman",1,"Hitchcock","The Aviator","A Beautiful Mind","Judy","A Beautiful Day in the Neighborhood","The Imitation Game","Tolkien","White / Caucasian",39,0,1
1,1,1,0,0,1,1,1,"Woman",1,"J. Edgar","Tolkien","On The Basis of Sex","Jobs","A Beautiful Mind","JFK","Lincoln","White / Caucasian",70,0,1
0,1,1,1,0,0,0,1,"Woman",1,"Tolkien","Hitchcock","A Beautiful Day in the Neighborhood","W. A Life Misunderstood","The Darkest Hour","On The Basis of Sex","Nixon","White / Caucasian",61,0,1
0,1,1,1,1,1,0,1,"Woman",2,"Jobs","On The Basis of Sex","The Iron Lady","Lincoln","Amadeus","The Imitation Game","Marie Antoinette","White / Caucasian",58,0,1
1,1,0,1,0,0,1,1,"Woman",2,"The Imitation Game","On The Basis of Sex","Capote","A Beautiful Day in the Neighborhood","Judy","Lincoln","The Darkest Hour","White / Caucasian",38,0,1
0,1,1,1,0,0,1,1,"Man",0,"J. Edgar","Lincoln","Oppenheimer","The Aviator","A Beautiful Mind","Moneyball","The Darkest Hour","White / Caucasian",29,1,1
0,1,1,1,1,0,1,1,"Woman",1,"A Beautiful Mind","The Doors","Lincoln","Marie Antoinette","JFK","Oppenheimer","The Iron Lady","White / Caucasian",53,0,1
0,1,1,1,1,0,1,0,"Woman",2,"The Imitation Game","Lincoln","The Iron Lady","Tolkien","A Beautiful Day in the Neighborhood","On The Basis of Sex","Judy","White / Caucasian",36,0,1
0,1,1,1,0,0,0,0,"Man",0,"J. Edgar","Braveheart","Lincoln","A Beautiful Mind","The Imitation Game","Capote","Amadeus","Black or African American",35,1,0
0,1,1,1,0,0,1,1,"Man",1,"On The Basis of Sex","The Doors","Chaplin","A Beautiful Day in the Neighborhood","Moneyball","Amadeus","The Darkest Hour","White / Caucasian",49,1,1
1,1,1,0,1,0,1,0,"Man",2,"Marie Antoinette","Amadeus","Chaplin","Oppenheimer","A Beautiful Day in the Neighborhood","The Iron Lady","Judy","White / Caucasian",45,1,1
1,0,1,1,1,0,0,0,"Woman",2,"Lincoln","The Iron Lady","The Darkest Hour","On The Basis of Sex","Chaplin","The Imitation Game","Coco Before Chanel","White / Caucasian",40,0,1
1,1,0,1,0,0,1,1,"Another gender not listed here:",0,"Nixon","A Beautiful Mind","Capote","Lincoln","Hitchcock","Tolkien","J. Edgar","American Indian or Alaskan Native",38,0,0
1,1,1,0,0,0,1,0,"Man",1,"The Doors","Oppenheimer","The Aviator","A Beautiful Mind","Judy","Hitchcock","Tolkien","White / Caucasian",52,1,1
0,1,1,1,0,1,0,0,"Woman",0,"Oppenheimer","Braveheart","Jobs","Tolkien","The Aviator","The Imitation Game","A Beautiful Mind","White / Caucasian",43,0,1
1,0,1,1,0,0,0,0,"Man",3,"Nixon","On The Basis of Sex","Judy","Coco Before Chanel","The Darkest Hour","A Beautiful Day in the Neighborhood","Capote","White / Caucasian",36,1,1
0,1,1,1,0,0,0,0,"Man",0,"A Beautiful Day in the Neighborhood","Braveheart","Jobs","Oppenheimer","Tolkien","Hitchcock","Amadeus","White / Caucasian",48,1,1
0,1,1,1,0,0,1,0,"Woman",3,"Coco Before Chanel","A Beautiful Day in the Neighborhood","Judy","Marie Antoinette","Lincoln","Oppenheimer","Tolkien","White / Caucasian",40,0,1
1,1,1,0,0,1,1,1,"Woman",1,"Judy","Capote","Hitchcock","A Beautiful Day in the Neighborhood","Jobs","The Doors","Lincoln","White / Caucasian",62,0,1
0,1,1,1,0,0,0,1,"Man",0,"Jobs","The Darkest Hour","Lincoln","Hitchcock","Nixon","Amadeus","W. A Life Misunderstood","White / Caucasian",26,1,1
0,1,1,1,0,1,1,1,"Man",1,"Judy","Nixon","Hitchcock","The Aviator","Oppenheimer","The Doors","Lincoln","White / Caucasian",64,1,1
1,0,1,1,0,0,0,0,"Woman",1,"Tolkien","The Doors","A Beautiful Day in the Neighborhood","Marie Antoinette","Oppenheimer","The Imitation Game","Amadeus","White / Caucasian",56,0,1
1,0,1,1,0,1,0,1,"Woman",0,"The Aviator","Nixon","Oppenheimer","Jobs","Moneyball","The Doors","Braveheart","White / Caucasian",44,0,1
1,0,1,1,1,0,1,1,"Man",0,"A Beautiful Day in the Neighborhood","Lincoln","Jobs","W. A Life Misunderstood","The Darkest Hour","Nixon","The Iron Lady","White / Caucasian",30,1,1
1,1,1,0,0,0,1,0,"Woman",1,"The Imitation Game","Oppenheimer","JFK","The Doors","On The Basis of Sex","Jobs","A Beautiful Day in the Neighborhood","White / Caucasian",33,0,1
1,1,0,1,0,0,0,0,"Man",1,"The Iron Lady","Chaplin","Lincoln","Oppenheimer","Jobs","The Aviator","Capote","White / Caucasian",40,1,1
0,1,1,1,0,1,1,0,"Man",0,"The Darkest Hour","A Beautiful Mind","Amadeus","Moneyball","Lincoln","Tolkien","Oppenheimer","Asian / Pacific Islander",52,1,0
0,1,1,1,0,1,1,0,"Man",3,"J. Edgar","On The Basis of Sex","W. A Life Misunderstood","Chaplin","Marie Antoinette","Judy","Oppenheimer","White / Caucasian",52,1,1
0,1,1,1,1,1,0,1,"Woman",0,"Jobs","Lincoln","A Beautiful Day in the Neighborhood","The Aviator","Moneyball","Hitchcock","Marie Antoinette","White / Caucasian",51,0,1
0,1,1,1,0,1,1,1,"Woman",0,"Oppenheimer","The Imitation Game","A Beautiful Day in the Neighborhood","Tolkien","Moneyball","The Aviator","Lincoln","White / Caucasian",29,0,1
0,1,1,1,1,0,0,0,"Man",1,"Lincoln","The Darkest Hour","A Beautiful Day in the Neighborhood","Jobs","Marie Antoinette","Hitchcock","Coco Before Chanel","White / Caucasian",49,1,1
1,1,1,0,0,1,0,1,"Woman",2,"On The Basis of Sex","A Beautiful Day in the Neighborhood","Amadeus","Hitchcock","Judy","The Imitation Game","JFK","White / Caucasian",43,0,1
1,1,1,0,0,0,0,0,"Man",3,"Marie Antoinette","Oppenheimer","On The Basis of Sex","Coco Before Chanel","Jobs","Lincoln","The Doors","White / Caucasian",46,1,1
1,1,1,0,1,0,0,0,"Man",1,"The Aviator","Oppenheimer","Moneyball","Judy","Chaplin","The Doors","Coco Before Chanel","White / Caucasian",53,1,1
0,1,1,1,0,1,1,1,"Man",1,"Oppenheimer","Moneyball","A Beautiful Day in the Neighborhood","The Imitation Game","Coco Before Chanel","Jobs","Lincoln","White / Caucasian",33,1,1
0,1,1,1,0,0,0,0,"Woman",1,"W. A Life Misunderstood","J. Edgar","Judy","Amadeus","The Doors","Lincoln","Chaplin","White / Caucasian",45,0,1
1,1,0,1,0,0,1,0,"Woman",0,"The Aviator","The Doors","A Beautiful Mind","Jobs","Hitchcock","Oppenheimer","Tolkien","White / Caucasian",66,0,1
0,1,1,1,0,0,0,0,"Woman",0,"Oppenheimer","The Darkest Hour","Tolkien","Chaplin","J. Edgar","JFK","Amadeus","White / Caucasian",36,0,1
0,1,1,1,0,1,0,0,"Man",0,"Braveheart","The Imitation Game","Oppenheimer","A Beautiful Day in the Neighborhood","Lincoln","Moneyball","A Beautiful Mind","White / Caucasian",53,1,1
0,1,1,1,1,0,0,0,"Woman",2,"The Aviator","On The Basis of Sex","Hitchcock","Marie Antoinette","Lincoln","Tolkien","Coco Before Chanel","White / Caucasian",60,0,1
0,1,1,1,0,1,0,1,"Woman",1,"Lincoln","Marie Antoinette","J. Edgar","Jobs","Amadeus","The Aviator","Braveheart","White / Caucasian",38,0,1
1,1,1,0,0,0,0,0,"Non-binary",2,"Judy","Oppenheimer","The Imitation Game","Hitchcock","A Beautiful Day in the Neighborhood","Coco Before Chanel","The Doors","White / Caucasian",22,0,1
1,0,1,1,1,0,1,0,"Woman",2,"A Beautiful Mind","Jobs","The Doors","Oppenheimer","On The Basis of Sex","Coco Before Chanel","Judy","White / Caucasian",43,0,1
1,1,1,0,0,0,1,0,"Man",0,"A Beautiful Mind","Braveheart","Tolkien","The Doors","Lincoln","The Aviator","Jobs","White / Caucasian",59,1,1
0,1,1,1,0,1,1,0,"Woman",0,"Lincoln","The Aviator","Braveheart","A Beautiful Mind","The Darkest Hour","Tolkien","Oppenheimer","White / Caucasian",50,0,1
1,1,1,0,0,0,1,0,"Man",2,"A Beautiful Mind","A Beautiful Day in the Neighborhood","Judy","J. Edgar","Coco Before Chanel","Lincoln","Hitchcock","White / Caucasian",35,1,1
1,1,1,0,0,0,1,1,"Woman",0,"A Beautiful Day in the Neighborhood","Oppenheimer","Capote","Amadeus","JFK","Lincoln","J. Edgar","Hispanic / Latinx",43,0,0
1,1,1,0,0,0,0,0,"Woman",0,"Tolkien","Oppenheimer","A Beautiful Mind","The Imitation Game","J. Edgar","The Doors","Capote","White / Caucasian",50,0,1
0,1,1,1,1,1,0,1,"Woman",1,"Moneyball","The Doors","W. A Life Misunderstood","Jobs","Coco Before Chanel","Oppenheimer","Marie Antoinette","White / Caucasian",48,0,1
0,1,1,1,0,0,1,1,"Woman",0,"Oppenheimer","Moneyball","The Imitation Game","Braveheart","W. A Life Misunderstood","J. Edgar","The Darkest Hour","White / Caucasian",32,0,1
1,1,0,1,1,0,0,0,"Woman",3,"Marie Antoinette","Judy","J. Edgar","A Beautiful Day in the Neighborhood","Lincoln","The Iron Lady","Coco Before Chanel","White / Caucasian",28,0,1
1,1,1,0,0,0,1,0,"Man",1,"W. A Life Misunderstood","Hitchcock","Nixon","The Imitation Game","The Iron Lady","Lincoln","A Beautiful Day in the Neighborhood","White / Caucasian",39,1,1
0,1,1,1,0,0,1,1,"Woman",1,"The Doors","The Imitation Game","Jobs","The Iron Lady","The Aviator","Oppenheimer","J. Edgar","White / Caucasian",71,0,1
0,1,1,1,0,0,0,0,"Woman",1,"Oppenheimer","Tolkien","The Aviator","Lincoln","On The Basis of Sex","The Darkest Hour","Amadeus","White / Caucasian",59,0,1
1,1,1,0,0,0,1,0,"Man",0,"Hitchcock","The Aviator","Nixon","The Doors","J. Edgar","W. A Life Misunderstood","Jobs","White / Caucasian",36,1,1
0,1,1,1,1,1,0,1,"Man",0,"A Beautiful Day in the Neighborhood","Oppenheimer","Moneyball","Lincoln","Chaplin","The Imitation Game","Marie Antoinette","Hispanic / Latinx",52,1,0
1,0,1,1,0,0,1,0,"Woman",1,"Lincoln","Tolkien","Capote","The Aviator","Chaplin","The Iron Lady","A Beautiful Day in the Neighborhood","Asian / Pacific Islander",33,0,0
1,1,1,0,1,0,1,1,"Man",0,"Braveheart","The Aviator","Lincoln","Oppenheimer","A Beautiful Day in the Neighborhood","Moneyball","On The Basis of Sex","White / Caucasian",29,1,1
0,1,1,1,0,1,1,0,"Man",2,"A Beautiful Day in the Neighborhood","A Beautiful Mind","Lincoln","Coco Before Chanel","On The Basis of Sex","Hitchcock","Moneyball","White / Caucasian",45,1,1
1,1,1,0,1,0,0,0,"Man",1,"Lincoln","Oppenheimer","A Beautiful Day in the Neighborhood","Tolkien","On The Basis of Sex","The Imitation Game","Coco Before Chanel","Hispanic / Latinx",32,1,0
0,1,1,1,1,1,0,1,"Woman",1,"The Aviator","Chaplin","The Iron Lady","W. A Life Misunderstood","Amadeus","A Beautiful Mind","Marie Antoinette","Black or African American",35,0,0
0,1,1,1,0,1,0,1,"Man",3,"The Doors","Oppenheimer","Judy","Hitchcock","Marie Antoinette","The Iron Lady","JFK","White / Caucasian",43,1,1
0,1,1,1,1,0,1,0,"Woman",2,"Oppenheimer","The Darkest Hour","Hitchcock","J. Edgar","On The Basis of Sex","Coco Before Chanel","Judy","White / Caucasian",38,0,1
0,1,1,1,1,0,1,0,"Man",0,"The Imitation Game","Jobs","Tolkien","Capote","The Doors","Braveheart","Judy","White / Caucasian",54,1,1
0,1,1,1,0,1,0,0,"Woman",1,"The Aviator","Jobs","Moneyball","Oppenheimer","Coco Before Chanel","Chaplin","A Beautiful Mind","White / Caucasian",36,0,1
1,0,1,1,0,0,0,0,"Man",1,"Moneyball","Oppenheimer","Lincoln","The Aviator","J. Edgar","On The Basis of Sex","The Doors","White / Caucasian",34,1,1
1,0,1,1,1,0,1,1,"Woman",3,"Judy","Lincoln","The Aviator","Coco Before Chanel","The Iron Lady","Jobs","On The Basis of Sex","Black or African American",62,0,0
0,1,1,1,0,0,0,0,"Woman",3,"On The Basis of Sex","Nixon","Marie Antoinette","Coco Before Chanel","Lincoln","The Darkest Hour","Amadeus","White / Caucasian",26,0,1
1,1,0,1,0,0,0,0,"Man",2,"Judy","Chaplin","The Imitation Game","A Beautiful Day in the Neighborhood","Oppenheimer","On The Basis of Sex","Amadeus","Black or African American",25,1,0
1,1,1,0,0,1,0,1,"Man",0,"A Beautiful Mind","Braveheart","The Imitation Game","Amadeus","The Aviator","Moneyball","JFK","White / Caucasian",40,1,1
0,1,1,1,0,0,1,0,"Man",0,"Chaplin","The Aviator","The Doors","J. Edgar","The Darkest Hour","Amadeus","Hitchcock","White / Caucasian",35,1,1
0,1,1,1,0,0,0,0,"Man",1,"Lincoln","Amadeus","The Aviator","Marie Antoinette","Moneyball","Tolkien","Capote","White / Caucasian",34,1,1
0,1,1,1,0,1,0,0,"Woman",2,"On The Basis of Sex","Judy","Moneyball","Lincoln","Jobs","Oppenheimer","The Aviator","White / Caucasian",52,0,1
1,1,1,0,1,0,0,0,"Woman",0,"Lincoln","Jobs","A Beautiful Day in the Neighborhood","Hitchcock","Tolkien","The Doors","Coco Before Chanel","White / Caucasian",68,0,1
0,1,1,1,0,0,1,0,"Woman",1,"A Beautiful Day in the Neighborhood","Jobs","Tolkien","The Doors","On The Basis of Sex","Lincoln","Hitchcock","White / Caucasian",64,0,1
1,0,1,1,1,1,0,1,"Man",3,"Jobs","A Beautiful Day in the Neighborhood","The Iron Lady","Judy","On The Basis of Sex","Moneyball","Marie Antoinette","Black or African American",36,1,0
0,1,1,1,0,1,1,0,"Woman",2,"Judy","A Beautiful Day in the Neighborhood","Tolkien","Hitchcock","On The Basis of Sex","Amadeus","Oppenheimer","White / Caucasian",30,0,1
0,1,1,1,0,0,0,0,"Man",1,"A Beautiful Mind","Oppenheimer","The Aviator","The Imitation Game","Hitchcock","On The Basis of Sex","Capote","White / Caucasian",41,1,1
1,0,1,1,0,1,0,1,"Man",1,"Tolkien","The Imitation Game","J. Edgar","A Beautiful Day in the Neighborhood","Chaplin","Marie Antoinette","Braveheart","Black or African American",25,1,0
0,1,1,1,0,0,0,0,"Woman",0,"Jobs","Lincoln","Oppenheimer","A Beautiful Day in the Neighborhood","Moneyball","The Aviator","The Doors","White / Caucasian",36,0,1
0,1,1,1,0,0,1,0,"Man",2,"A Beautiful Day in the Neighborhood","On The Basis of Sex","The Imitation Game","Coco Before Chanel","The Darkest Hour","A Beautiful Mind","Tolkien","White / Caucasian",36,1,1
1,1,0,1,0,0,1,0,"Man",2,"A Beautiful Mind","Braveheart","Lincoln","On The Basis of Sex","The Imitation Game","The Iron Lady","Tolkien","White / Caucasian",47,1,1
1,1,1,0,1,0,0,0,"Woman",2,"On The Basis of Sex","Oppenheimer","Lincoln","Judy","Tolkien","A Beautiful Day in the Neighborhood","Coco Before Chanel","White / Caucasian",35,0,1
0,1,1,1,1,1,0,1,"Woman",2,"A Beautiful Day in the Neighborhood","The Iron Lady","The Doors","Judy","Oppenheimer","Nixon","Marie Antoinette","Asian / Pacific Islander",42,0,0
0,1,1,1,0,1,0,1,"Woman",1,"The Aviator","The Doors","Lincoln","Marie Antoinette","Chaplin","Oppenheimer","Braveheart","White / Caucasian",31,0,1
0,1,1,1,0,0,1,1,"Woman",1,"A Beautiful Mind","Oppenheimer","The Imitation Game","Coco Before Chanel","Lincoln","A Beautiful Day in the Neighborhood","J. Edgar","White / Caucasian",39,0,1
1,0,1,1,0,0,0,0,"Woman",2,"Coco Before Chanel","A Beautiful Day in the Neighborhood","Marie Antoinette","Jobs","Moneyball","The Darkest Hour","Amadeus","White / Caucasian",61,0,1
1,1,1,0,0,0,1,0,"Man",3,"Chaplin","The Iron Lady","The Imitation Game","A Beautiful Day in the Neighborhood","Judy","On The Basis of Sex","Jobs","White / Caucasian",32,1,1
0,1,1,1,0,1,1,0,"Woman",2,"Judy","Tolkien","Braveheart","The Iron Lady","The Imitation Game","Chaplin","Oppenheimer","Black or African American",21,0,0
0,1,1,1,0,1,0,0,"Woman",0,"Jobs","The Doors","Chaplin","Amadeus","Hitchcock","The Darkest Hour","The Aviator","White / Caucasian",60,0,1
0,1,1,1,0,1,0,1,"Woman",2,"The Darkest Hour","The Imitation Game","Lincoln","On The Basis of Sex","The Iron Lady","JFK","Braveheart","White / Caucasian",74,0,1
1,0,1,1,1,1,0,1,"Man",0,"Chaplin","Oppenheimer","Lincoln","The Darkest Hour","The Doors","JFK","Marie Antoinette","White / Caucasian",48,1,1
1,1,1,0,1,1,0,1,"Man",1,"Jobs","The Iron Lady","J. Edgar","Nixon","Oppenheimer","The Darkest Hour","Marie Antoinette","White / Caucasian",37,1,1
1,1,1,0,0,1,1,0,"Woman",1,"On The Basis of Sex","JFK","Hitchcock","Lincoln","Oppenheimer","Jobs","Moneyball","Hispanic / Latinx",40,0,0
1,1,1,0,0,1,1,0,"Woman",2,"Jobs","A Beautiful Day in the Neighborhood","The Iron Lady","JFK","On The Basis of Sex","Capote","Oppenheimer","White / Caucasian",38,0,1
0,1,1,1,0,0,1,0,"Woman",1,"Tolkien","Marie Antoinette","Chaplin","JFK","Oppenheimer","The Doors","Hitchcock","White / Caucasian",72,0,1
1,1,0,1,0,0,0,0,"Woman",0,"A Beautiful Mind","Tolkien","JFK","Chaplin","Lincoln","Jobs","Amadeus","White / Caucasian",54,0,1
0,1,1,1,0,0,0,0,"Woman",1,"Amadeus","Chaplin","Marie Antoinette","Capote","Braveheart","A Beautiful Day in the Neighborhood","The Doors","White / Caucasian",44,0,1
1,1,1,0,0,1,1,0,"Woman",1,"A Beautiful Day in the Neighborhood","On The Basis of Sex","Lincoln","Tolkien","Braveheart","The Imitation Game","Oppenheimer","White / Caucasian",74,0,1
1,1,0,1,0,0,0,0,"Man",1,"On The Basis of Sex","Jobs","A Beautiful Day in the Neighborhood","Tolkien","The Aviator","Lincoln","Amadeus","White / Caucasian",48,1,1
0,1,1,1,1,0,1,0,"Woman",2,"On The Basis of Sex","A Beautiful Day in the Neighborhood","Jobs","Coco Before Chanel","The Aviator","Amadeus","Judy","White / Caucasian",59,0,1
1,0,1,1,0,0,0,1,"Man",0,"A Beautiful Day in the Neighborhood","Oppenheimer","Lincoln","Nixon","The Darkest Hour","Jobs","W. A Life Misunderstood","White / Caucasian",32,1,1
1,1,1,0,0,1,1,1,"Woman",2,"Marie Antoinette","The Aviator","Amadeus","Oppenheimer","JFK","The Iron Lady","Lincoln","White / Caucasian",33,0,1
