"race_feedback","budget_shown","year_shown","duration_shown","race_pick","budget_pick","year_pick","duration_pick","gender","base_race","choice-1","choice-2","choice-3","choice-4","choice-5","choice-6","choice-7","choice-8","race","age","gender_code","race_code","num_excluded_total"
1,1,1,0,0,0,1,0,"Man",1,"On The Basis of Sex","Tolkien","Braveheart","Harriet","Oppenheimer","The Greatest Showman","Coco Before Chanel","A Beautiful Day in the Neighborhood","Hispanic / Latinx",34,1,0,138
0,1,1,1,1,0,0,1,"Man",1,"Jobs","Rocketman","The Doors","Selma","A Beautiful Day in the Neighborhood","Braveheart","Ali","42","White / Caucasian",57,1,1,138
0,1,1,1,0,1,1,1,"Man",1,"Walk the Line","A Beautiful Day in the Neighborhood","Selma","Jobs","Braveheart","The Aviator","Ali","Moneyball","Hispanic / Latinx",56,1,0,138
0,1,1,1,0,1,0,1,"Man",1,"The Imitation Game","Ali","Oppenheimer","Patton","Tolkien","A Beautiful Day in the Neighborhood","Walk the Line","Braveheart","White / Caucasian",39,1,1,138
0,1,1,1,0,0,1,0,"Woman",2,"The Doors","Oppenheimer","Ali","Selma","Chaplin","Harriet","A Beautiful Day in the Neighborhood","The Imitation Game","White / Caucasian",28,0,1,138
0,1,1,1,0,0,1,0,"Man",2,"The Doors","42","Braveheart","Patton","A Beautiful Day in the Neighborhood","Ali","Selma","The Imitation Game","White / Caucasian",45,1,1,138
0,1,1,1,1,0,1,1,"Woman",1,"Ali","On The Basis of Sex","The Founder","Chaplin","Jobs","Oppenheimer","A Beautiful Day in the Neighborhood","Harriet","White / Caucasian",39,0,1,138
0,1,1,1,0,0,0,0,"Man",1,"Patton","A Beautiful Day in the Neighborhood","Rocketman","42","J. Edgar","Selma","Chaplin","Capote","White / Caucasian",46,1,1,138
0,1,1,1,1,1,0,1,"Man",0,"Braveheart","Selma","A Beautiful Mind","The Founder","Coco Before Chanel","A Beautiful Day in the Neighborhood","On The Basis of Sex","Ali","Black or African American",59,1,0,138
1,1,1,0,0,0,1,1,"Woman",1,"The Founder","The Imitation Game","Oppenheimer","Harriet","Selma","On The Basis of Sex","Jobs","J. Edgar","White / Caucasian",31,0,1,138
0,1,1,1,0,0,0,1,"Man",0,"Jobs","The Founder","The King's Speech","Hitchcock","Chaplin","Moneyball","A Beautiful Day in the Neighborhood","Patton","White / Caucasian",33,1,1,138
0,1,1,1,1,1,0,1,"Man",0,"The Greatest Showman","Oppenheimer","Braveheart","The King's Speech","Moneyball","J. Edgar","Walk the Line","Ali","White / Caucasian",31,1,1,138
0,1,1,1,0,0,0,1,"Man",0,"Chappaquiddick","The Imitation Game","Walk the Line","The Aviator","Oppenheimer","Braveheart","Moneyball","Chaplin","Black or African American",29,1,0,138
1,1,0,1,0,1,0,1,"Woman",0,"Jobs","Chappaquiddick","Nixon","Walk the Line","A Beautiful Day in the Neighborhood","Chaplin","On The Basis of Sex","The Aviator","Asian / Pacific Islander",62,0,0,138
1,0,1,1,0,1,1,1,"Man",1,"Coco Before Chanel","On The Basis of Sex","Harriet","A Beautiful Mind","Moneyball","Selma","Chappaquiddick","Walk the Line","White / Caucasian",28,1,1,138
1,0,1,1,1,0,0,1,"Woman",1,"Jobs","On The Basis of Sex","Walk the Line","Chaplin","Ali","Rocketman","Oppenheimer","42","White / Caucasian",57,0,1,138
1,1,1,0,0,1,0,1,"Woman",0,"The Doors","Hitchcock","Chaplin","The Imitation Game","Capote","Oppenheimer","On The Basis of Sex","The Aviator","White / Caucasian",64,0,1,138
1,1,0,1,1,1,0,1,"Woman",1,"Tolkien","Coco Before Chanel","Harriet","Walk the Line","The Aviator","Braveheart","Selma","Ali","Black or African American",59,0,0,138
0,1,1,1,0,1,1,1,"Woman",0,"A Beautiful Day in the Neighborhood","Braveheart","The King's Speech","A Beautiful Mind","Rocketman","Walk the Line","The Aviator","Oppenheimer","White / Caucasian",38,0,1,138
0,1,1,1,0,0,1,0,"Woman",0,"The Greatest Showman","Tolkien","Coco Before Chanel","The Aviator","The Founder","Walk the Line","A Beautiful Day in the Neighborhood","Hitchcock","White / Caucasian",35,0,1,138
0,1,1,1,0,0,1,1,"Man",0,"Oppenheimer","Nixon","Tolkien","Hitchcock","A Beautiful Day in the Neighborhood","The Founder","Rocketman","Jobs","Hispanic / Latinx",27,1,0,138
1,1,1,0,0,1,0,1,"Woman",0,"Walk the Line","Tolkien","A Beautiful Mind","Moneyball","Rocketman","On The Basis of Sex","LBJ","The Aviator","Black or African American",25,0,0,138
0,1,1,1,0,0,1,1,"Woman",1,"Moneyball","Oppenheimer","The Aviator","W. A Life Misunderstood","Nixon","The King's Speech","Ali","On The Basis of Sex","White / Caucasian",51,0,1,138
0,1,1,1,0,0,0,1,"Woman",1,"The Aviator","Chappaquiddick","Harriet","The King's Speech","Hitchcock","The Founder","The Greatest Showman","Nixon","White / Caucasian",63,0,1,138
1,1,0,1,1,1,0,1,"Man",2,"LBJ","Selma","Harriet","Coco Before Chanel","42","The Doors","Walk the Line","Ali","White / Caucasian",55,1,1,138
1,1,0,1,1,1,0,1,"Man",0,"The Founder","Oppenheimer","Jobs","A Beautiful Day in the Neighborhood","Rocketman","Braveheart","The Greatest Showman","Ali","White / Caucasian",36,1,1,138
1,1,0,1,0,1,1,0,"Man",1,"Selma","Tolkien","The King's Speech","Rocketman","Ali","Nixon","Oppenheimer","The Greatest Showman","Black or African American",35,1,0,138
0,1,1,1,0,1,1,1,"Man",1,"Selma","The Doors","Braveheart","The King's Speech","Jobs","Ali","Chaplin","Walk the Line","Black or African American",39,1,0,138
1,0,1,1,0,1,0,1,"Woman",1,"Tolkien","Harriet","The Greatest Showman","The Imitation Game","Braveheart","The Doors","Coco Before Chanel","The Aviator","White / Caucasian",30,0,1,138
0,1,1,1,0,0,1,0,"Woman",1,"Harriet","The Greatest Showman","Tolkien","Coco Before Chanel","On The Basis of Sex","Oppenheimer","Chaplin","Hitchcock","White / Caucasian",58,0,1,138
0,1,1,1,0,1,0,1,"Woman",1,"A Beautiful Day in the Neighborhood","The King's Speech","Ali","The Aviator","Oppenheimer","The Greatest Showman","Jobs","Braveheart","White / Caucasian",79,0,1,138
1,0,1,1,0,0,1,0,"Man",1,"A Beautiful Mind","J. Edgar","Harriet","Chappaquiddick","Oppenheimer","The Doors","LBJ","A Beautiful Day in the Neighborhood","Asian / Pacific Islander",45,1,0,138
1,1,1,0,0,0,1,0,"Woman",1,"The Greatest Showman","Jobs","The Imitation Game","Chaplin","Harriet","Braveheart","Walk the Line","A Beautiful Day in the Neighborhood","White / Caucasian",36,0,1,138
0,1,1,1,0,0,1,0,"Man",1,"The Founder","A Beautiful Day in the Neighborhood","Jobs","42","The Greatest Showman","Selma","Rocketman","Tolkien","White / Caucasian",42,1,1,138
1,1,0,1,1,0,1,1,"Man",0,"The Greatest Showman","The Doors","The Founder","A Beautiful Day in the Neighborhood","Tolkien","Jobs","Oppenheimer","Harriet","White / Caucasian",69,1,1,138
1,0,1,1,0,0,1,0,"Man",2,"Rocketman","A Beautiful Day in the Neighborhood","A Beautiful Mind","The Greatest Showman","42","On The Basis of Sex","Harriet","The Imitation Game","White / Caucasian",31,1,1,138
1,0,1,1,1,0,1,1,"Woman",0,"Oppenheimer","Patton","Nixon","The King's Speech","Selma","A Beautiful Mind","The Imitation Game","Harriet","White / Caucasian",69,0,1,138
1,1,0,1,0,1,0,0,"Woman",1,"A Beautiful Day in the Neighborhood","The Imitation Game","A Beautiful Mind","On The Basis of Sex","Tolkien","Harriet","Oppenheimer","The King's Speech","Asian / Pacific Islander",29,0,0,138
1,1,1,0,0,0,0,0,"Man",2,"Jobs","Ali","The Imitation Game","The Founder","42","A Beautiful Mind","Selma","Coco Before Chanel","White / Caucasian",32,1,1,138
1,0,1,1,1,0,1,1,"Man",1,"The Imitation Game","A Beautiful Mind","42","Selma","A Beautiful Day in the Neighborhood","Capote","On The Basis of Sex","Harriet","White / Caucasian",40,1,1,138
1,0,1,1,1,1,0,1,"Man",1,"Patton","A Beautiful Day in the Neighborhood","Harriet","J. Edgar","Tolkien","Hitchcock","The Greatest Showman","Ali","White / Caucasian",51,1,1,138
0,1,1,1,0,0,1,0,"Woman",0,"On The Basis of Sex","The Greatest Showman","Tolkien","Hitchcock","Jobs","Coco Before Chanel","Selma","The Founder","Black or African American",47,0,0,138
1,1,0,1,1,1,0,1,"Woman",1,"42","J. Edgar","On The Basis of Sex","Coco Before Chanel","The Greatest Showman","The Founder","Selma","Ali","Black or African American",50,0,0,138
0,1,1,1,1,0,0,1,"Woman",0,"Walk the Line","The King's Speech","Moneyball","Chappaquiddick","Chaplin","A Beautiful Mind","A Beautiful Day in the Neighborhood","42","White / Caucasian",60,0,1,138
0,1,1,1,0,0,1,1,"Woman",0,"Hitchcock","Selma","Rocketman","The Imitation Game","Nixon","The Doors","LBJ","On The Basis of Sex","White / Caucasian",47,0,1,138
0,1,1,1,0,0,1,0,"Woman",2,"The Imitation Game","A Beautiful Mind","Tolkien","42","Harriet","On The Basis of Sex","Selma","A Beautiful Day in the Neighborhood","Asian / Pacific Islander",50,0,0,138
0,1,1,1,0,1,1,1,"Woman",0,"On The Basis of Sex","Capote","J. Edgar","A Beautiful Mind","Selma","The Imitation Game","Coco Before Chanel","Oppenheimer","White / Caucasian",46,0,1,138
1,1,1,0,1,0,0,1,"Man",1,"Ali","Oppenheimer","Braveheart","Chaplin","The Aviator","A Beautiful Mind","The Imitation Game","42","White / Caucasian",37,1,1,138
0,1,1,1,0,0,0,0,"Woman",3,"A Beautiful Day in the Neighborhood","Ali","A Beautiful Mind","On The Basis of Sex","Selma","Harriet","42","Coco Before Chanel","White / Caucasian",40,0,1,138
0,1,1,1,0,1,0,1,"Man",1,"Braveheart","Ali","A Beautiful Day in the Neighborhood","Selma","Moneyball","Capote","Patton","The Aviator","White / Caucasian",41,1,1,138
1,0,1,1,0,1,1,1,"Woman",2,"Patton","Tolkien","42","Rocketman","Moneyball","Braveheart","Harriet","Oppenheimer","White / Caucasian",63,0,1,138
0,1,1,1,1,1,0,1,"Woman",1,"Tolkien","Harriet","A Beautiful Day in the Neighborhood","The Founder","On The Basis of Sex","Selma","Hitchcock","Ali","White / Caucasian",38,0,1,138
0,1,1,1,0,0,0,1,"Woman",3,"Oppenheimer","A Beautiful Day in the Neighborhood","Hitchcock","Harriet","42","The Doors","Ali","Chaplin","White / Caucasian",29,0,1,138
1,0,1,1,1,1,0,1,"Man",2,"Selma","Walk the Line","Oppenheimer","A Beautiful Day in the Neighborhood","Harriet","42","Coco Before Chanel","Ali","White / Caucasian",41,1,1,138
1,1,0,1,0,1,1,1,"Man",2,"Braveheart","Harriet","42","Walk the Line","J. Edgar","Patton","Capote","Moneyball","White / Caucasian",46,1,1,138
1,1,1,0,0,0,1,1,"Woman",1,"The Founder","Selma","Walk the Line","Ali","Rocketman","A Beautiful Day in the Neighborhood","The Greatest Showman","On The Basis of Sex","White / Caucasian",35,0,1,138
0,1,1,1,0,0,0,0,"Woman",1,"A Beautiful Day in the Neighborhood","Harriet","On The Basis of Sex","The King's Speech","Walk the Line","A Beautiful Mind","Selma","Coco Before Chanel","White / Caucasian",55,0,1,138
1,1,1,0,0,1,0,1,"Woman",2,"The Doors","Coco Before Chanel","Rocketman","Ali","Patton","Harriet","Nixon","Braveheart","White / Caucasian",38,0,1,138
0,1,1,1,0,1,1,1,"Woman",2,"42","Ali","The Doors","Coco Before Chanel","Walk the Line","Patton","Chaplin","Oppenheimer","White / Caucasian",75,0,1,138
0,1,1,1,0,1,1,0,"Woman",0,"Walk the Line","Braveheart","Oppenheimer","A Beautiful Mind","The Imitation Game","Selma","A Beautiful Day in the Neighborhood","The Greatest Showman","White / Caucasian",58,0,1,138
0,1,1,1,0,0,0,1,"Woman",0,"Hitchcock","Rocketman","Chappaquiddick","Coco Before Chanel","A Beautiful Day in the Neighborhood","The Greatest Showman","On The Basis of Sex","Chaplin","White / Caucasian",65,0,1,138
0,1,1,1,0,0,1,0,"Woman",2,"Harriet","The Aviator","A Beautiful Mind","On The Basis of Sex","42","The Imitation Game","Selma","A Beautiful Day in the Neighborhood","White / Caucasian",63,0,1,138
1,0,1,1,0,1,1,1,"Man",1,"Braveheart","Capote","Walk the Line","Selma","The Aviator","Ali","The Founder","Oppenheimer","Hispanic / Latinx",42,1,0,138
0,1,1,1,1,0,1,1,"Woman",0,"A Beautiful Day in the Neighborhood","Tolkien","Moneyball","The Imitation Game","Oppenheimer","Selma","Braveheart","Harriet","Asian / Pacific Islander",28,0,0,138
0,1,1,1,0,1,1,1,"Man",2,"On The Basis of Sex","Harriet","Walk the Line","Jobs","Selma","42","The Founder","Rocketman","White / Caucasian",35,1,1,138
1,0,1,1,0,1,0,0,"Woman",1,"The Imitation Game","Harriet","On The Basis of Sex","Selma","A Beautiful Day in the Neighborhood","Coco Before Chanel","Oppenheimer","The King's Speech","White / Caucasian",55,0,1,138
0,1,1,1,0,0,0,1,"Woman",0,"Jobs","The Founder","The Aviator","On The Basis of Sex","Moneyball","A Beautiful Mind","The Greatest Showman","Selma","White / Caucasian",50,0,1,138
1,1,0,1,1,0,1,1,"Woman",2,"Patton","The Aviator","Ali","Selma","Rocketman","42","Hitchcock","Harriet","White / Caucasian",40,0,1,138
1,0,1,1,1,0,0,1,"Woman",1,"Oppenheimer","Ali","Selma","Moneyball","On The Basis of Sex","Rocketman","A Beautiful Mind","42","White / Caucasian",28,0,1,138
0,1,1,1,0,1,0,1,"Man",2,"42","The Imitation Game","Capote","LBJ","Harriet","Tolkien","Selma","The Aviator","Black or African American",40,1,0,138
1,1,0,1,1,1,0,1,"Woman",1,"Tolkien","Harriet","LBJ","A Beautiful Day in the Neighborhood","On The Basis of Sex","Oppenheimer","Selma","Ali","Black or African American",37,0,0,138
0,1,1,1,0,1,1,1,"Man",1,"Chappaquiddick","Capote","W. A Life Misunderstood","Ali","Tolkien","The Imitation Game","Braveheart","Oppenheimer","White / Caucasian",27,1,1,138
1,1,0,1,0,1,1,1,"Man",1,"The Doors","42","Walk the Line","Tolkien","Hitchcock","The Aviator","Braveheart","Moneyball","Hispanic / Latinx",30,1,0,138
1,0,1,1,0,0,1,1,"Man",1,"Oppenheimer","LBJ","The Greatest Showman","Hitchcock","Selma","A Beautiful Day in the Neighborhood","Ali","Jobs","White / Caucasian",40,1,1,138
0,1,1,1,0,0,0,1,"Man",2,"Selma","Oppenheimer","The Founder","Ali","42","Walk the Line","Jobs","Patton","Hispanic / Latinx",32,1,0,138
0,1,1,1,0,0,1,0,"Woman",1,"The Doors","The Imitation Game","A Beautiful Day in the Neighborhood","The Greatest Showman","On The Basis of Sex","Harriet","A Beautiful Mind","The Founder","White / Caucasian",30,0,1,138
1,1,1,0,0,0,0,1,"Man",2,"Chaplin","Oppenheimer","Ali","Selma","A Beautiful Day in the Neighborhood","Jobs","42","The Doors","White / Caucasian",32,1,1,138
1,1,0,1,0,0,0,1,"Woman",0,"Oppenheimer","On The Basis of Sex","Hitchcock","The Imitation Game","The Doors","The Greatest Showman","Capote","Chaplin","Black or African American",29,0,0,138
1,1,0,1,1,0,1,1,"Man",1,"Moneyball","A Beautiful Mind","Braveheart","Jobs","The Imitation Game","The Founder","Ali","Harriet","Black or African American",26,1,0,138
0,1,1,1,0,0,0,1,"Man",2,"Jobs","The Imitation Game","Oppenheimer","Ali","Selma","42","Walk the Line","Patton","Hispanic / Latinx",28,1,0,138
0,1,1,1,1,0,1,1,"Man",0,"Patton","Tolkien","Selma","J. Edgar","The Doors","The Imitation Game","Chaplin","Harriet","Black or African American",66,1,0,138
0,1,1,1,1,0,1,1,"Woman",1,"On The Basis of Sex","Oppenheimer","42","The King's Speech","Hitchcock","The Imitation Game","Rocketman","Harriet","White / Caucasian",28,0,1,138
1,1,1,0,0,0,0,1,"Woman",2,"Jobs","The Founder","Rocketman","Ali","The Aviator","Harriet","Patton","The Doors","White / Caucasian",61,0,1,138
1,0,1,1,0,1,1,0,"Woman",2,"A Beautiful Day in the Neighborhood","Ali","Walk the Line","Coco Before Chanel","Harriet","Selma","Oppenheimer","The Greatest Showman","White / Caucasian",49,0,1,138
1,0,1,1,0,0,1,1,"Man",1,"The Imitation Game","The Founder","Hitchcock","Patton","Tolkien","A Beautiful Mind","Harriet","Jobs","White / Caucasian",51,1,1,138
1,0,1,1,0,0,1,1,"Woman",1,"Selma","LBJ","J. Edgar","Nixon","Chappaquiddick","Oppenheimer","Harriet","On The Basis of Sex","White / Caucasian",54,0,1,138
0,1,1,1,0,0,1,1,"Man",1,"Braveheart","Moneyball","Capote","The Aviator","A Beautiful Mind","Oppenheimer","42","Jobs","White / Caucasian",37,1,1,138
1,0,1,1,0,0,0,1,"Man",2,"Oppenheimer","A Beautiful Day in the Neighborhood","42","The Greatest Showman","Rocketman","Moneyball","Ali","Selma","White / Caucasian",30,1,1,138
1,0,1,1,1,1,0,1,"Man",2,"Tolkien","A Beautiful Day in the Neighborhood","Rocketman","The Greatest Showman","Harriet","Patton","42","Ali","White / Caucasian",69,1,1,138
1,1,1,0,0,0,0,1,"Man",1,"The Imitation Game","Ali","J. Edgar","The Aviator","Walk the Line","Capote","Oppenheimer","Patton","White / Caucasian",35,1,1,138
1,1,0,1,0,0,1,0,"Man",1,"J. Edgar","Coco Before Chanel","Oppenheimer","A Beautiful Day in the Neighborhood","Walk the Line","On The Basis of Sex","Harriet","The Founder","Black or African American",48,1,0,138
1,1,0,1,0,0,0,1,"Man",1,"Ali","Oppenheimer","Jobs","W. A Life Misunderstood","Nixon","Tolkien","LBJ","Selma","Asian / Pacific Islander",25,1,0,138
1,1,0,1,0,1,0,1,"Man",1,"A Beautiful Day in the Neighborhood","Coco Before Chanel","Ali","The Aviator","Oppenheimer","Tolkien","The Founder","Braveheart","Asian / Pacific Islander",35,1,0,138
0,1,1,1,0,1,1,1,"Man",0,"A Beautiful Day in the Neighborhood","The Greatest Showman","Rocketman","Hitchcock","Oppenheimer","J. Edgar","The Founder","Walk the Line","White / Caucasian",40,1,1,138
0,1,1,1,0,1,1,1,"Woman",2,"The Founder","LBJ","Rocketman","42","Walk the Line","The Aviator","Harriet","Moneyball","White / Caucasian",51,0,1,138
1,1,1,0,0,0,0,0,"Man",3,"A Beautiful Day in the Neighborhood","On The Basis of Sex","42","Harriet","Ali","A Beautiful Mind","Selma","Coco Before Chanel","White / Caucasian",71,1,1,138
0,1,1,1,0,0,1,0,"Woman",3,"42","Harriet","The King's Speech","On The Basis of Sex","Ali","A Beautiful Mind","Jobs","A Beautiful Day in the Neighborhood","Black or African American",51,0,0,138
1,1,0,1,0,0,1,0,"Man",1,"Nixon","42","LBJ","The Imitation Game","Patton","The Aviator","A Beautiful Mind","Hitchcock","White / Caucasian",29,1,1,138
0,1,1,1,0,0,0,1,"Man",3,"On The Basis of Sex","Ali","42","Walk the Line","Nixon","Harriet","Tolkien","Patton","White / Caucasian",34,1,1,138
1,0,1,1,0,1,0,0,"Woman",0,"Walk the Line","Braveheart","Oppenheimer","The Imitation Game","The Doors","Coco Before Chanel","A Beautiful Mind","The King's Speech","White / Caucasian",47,0,1,138
1,1,1,0,1,1,0,1,"Man",1,"The Doors","The Founder","Hitchcock","42","Chaplin","LBJ","Nixon","Ali","White / Caucasian",41,1,1,138
0,1,1,1,0,0,1,1,"Man",2,"The Greatest Showman","42","Selma","Ali","On The Basis of Sex","J. Edgar","Patton","Jobs","White / Caucasian",28,1,1,138
0,1,1,1,0,1,1,1,"Man",2,"Braveheart","Hitchcock","Patton","Ali","Nixon","Selma","Harriet","Oppenheimer","White / Caucasian",27,1,1,138
0,1,1,1,0,0,1,0,"Woman",3,"On The Basis of Sex","Harriet","Coco Before Chanel","Ali","Selma","42","Chaplin","The Imitation Game","Asian / Pacific Islander",47,0,0,138
0,1,1,1,0,0,1,0,"Man",1,"Braveheart","Hitchcock","Ali","A Beautiful Mind","Capote","Oppenheimer","J. Edgar","Tolkien","White / Caucasian",40,1,1,138
0,1,1,1,0,0,1,0,"Man",2,"Chaplin","Braveheart","Ali","The Founder","Patton","A Beautiful Mind","Harriet","A Beautiful Day in the Neighborhood","White / Caucasian",53,1,1,138
1,1,1,0,1,0,1,1,"Man",0,"Tolkien","Jobs","Selma","Rocketman","On The Basis of Sex","W. A Life Misunderstood","Patton","Harriet","White / Caucasian",44,1,1,138
0,1,1,1,1,0,0,1,"Woman",1,"Braveheart","Harriet","A Beautiful Day in the Neighborhood","Selma","Tolkien","The Greatest Showman","Oppenheimer","42","White / Caucasian",51,0,1,138
0,1,1,1,0,0,0,0,"Woman",1,"Tolkien","The Doors","Walk the Line","Rocketman","Harriet","A Beautiful Day in the Neighborhood","Hitchcock","Coco Before Chanel","Hispanic / Latinx",59,0,0,138
0,1,1,1,0,0,0,0,"Man",2,"Oppenheimer","Ali","Walk the Line","W. A Life Misunderstood","Chappaquiddick","A Beautiful Day in the Neighborhood","42","Capote","Black or African American",30,1,0,138
0,1,1,1,0,0,0,1,"Woman",1,"Ali","The King's Speech","Oppenheimer","Coco Before Chanel","LBJ","J. Edgar","Hitchcock","Selma","Black or African American",38,0,0,138
1,1,0,1,1,0,0,1,"Woman",0,"The Doors","Oppenheimer","Tolkien","Selma","A Beautiful Day in the Neighborhood","On The Basis of Sex","Braveheart","42","White / Caucasian",58,0,1,138
1,1,0,1,0,0,1,0,"Man",1,"The Greatest Showman","Walk the Line","Rocketman","Oppenheimer","Ali","The Aviator","The King's Speech","Tolkien","Asian / Pacific Islander",29,1,0,138
0,1,1,1,1,0,1,1,"Woman",0,"Chaplin","Tolkien","The Imitation Game","Selma","Rocketman","A Beautiful Day in the Neighborhood","Oppenheimer","Harriet","White / Caucasian",26,0,1,138
0,1,1,1,0,1,0,1,"Man",3,"Ali","Patton","Harriet","Oppenheimer","Selma","42","Hitchcock","A Beautiful Mind","Black or African American",55,1,0,138
0,1,1,1,0,1,1,1,"Man",1,"Oppenheimer","Harriet","Tolkien","The Greatest Showman","Coco Before Chanel","The Aviator","The Imitation Game","Rocketman","Asian / Pacific Islander",72,1,0,138
0,1,1,1,0,0,1,0,"Woman",1,"Capote","Harriet","Oppenheimer","The Greatest Showman","Selma","Rocketman","On The Basis of Sex","Tolkien","White / Caucasian",25,0,1,138
1,1,1,0,0,1,1,1,"Non-binary",2,"Rocketman","Jobs","The Imitation Game","The Doors","Ali","The King's Speech","42","Oppenheimer","Black or African American",31,0,0,138
1,1,0,1,1,0,1,1,"Man",0,"Jobs","W. A Life Misunderstood","The Imitation Game","On The Basis of Sex","Oppenheimer","Selma","LBJ","Harriet","Hispanic / Latinx",23,1,0,138
0,1,1,1,0,0,0,1,"Man",2,"Ali","Chappaquiddick","Chaplin","Harriet","A Beautiful Mind","The Aviator","The King's Speech","Nixon","Black or African American",37,1,0,138
0,1,1,1,0,0,0,0,"Woman",1,"On The Basis of Sex","Selma","Rocketman","Hitchcock","A Beautiful Day in the Neighborhood","Harriet","Capote","Coco Before Chanel","White / Caucasian",21,0,1,138
0,1,1,1,1,1,0,1,"Man",1,"Jobs","LBJ","The Doors","42","Rocketman","W. A Life Misunderstood","The Founder","Ali","White / Caucasian",60,1,1,138
0,1,1,1,0,1,0,1,"Man",1,"The Imitation Game","Oppenheimer","Coco Before Chanel","Ali","Tolkien","Walk the Line","The Doors","The Aviator","White / Caucasian",39,1,1,138
1,1,1,0,0,1,1,1,"Man",1,"The Founder","42","Hitchcock","The Aviator","The King's Speech","Chappaquiddick","On The Basis of Sex","Walk the Line","White / Caucasian",44,1,1,138
1,0,1,1,1,0,1,1,"Woman",0,"The Greatest Showman","Walk the Line","Rocketman","A Beautiful Day in the Neighborhood","The Aviator","Hitchcock","The King's Speech","Harriet","White / Caucasian",31,0,1,138
0,1,1,1,0,0,0,1,"Man",1,"Walk the Line","Selma","The Greatest Showman","Hitchcock","Ali","Jobs","The Founder","Chaplin","White / Caucasian",59,1,1,138
0,1,1,1,0,0,1,1,"Man",0,"Tolkien","Oppenheimer","A Beautiful Mind","Jobs","The King's Speech","A Beautiful Day in the Neighborhood","The Greatest Showman","On The Basis of Sex","White / Caucasian",49,1,1,138
0,1,1,1,0,1,0,1,"Man",2,"A Beautiful Day in the Neighborhood","Patton","Chaplin","Ali","On The Basis of Sex","Harriet","The Doors","A Beautiful Mind","White / Caucasian",68,1,1,138
1,0,1,1,0,0,1,0,"Man",2,"The Aviator","Rocketman","Harriet","Chaplin","Ali","Oppenheimer","Jobs","A Beautiful Day in the Neighborhood","White / Caucasian",32,1,1,138
1,1,1,0,1,1,0,1,"Woman",0,"A Beautiful Day in the Neighborhood","Jobs","On The Basis of Sex","The Imitation Game","Chaplin","Hitchcock","Tolkien","Ali","White / Caucasian",28,0,1,138
1,1,0,1,1,1,0,1,"Man",1,"A Beautiful Mind","Walk the Line","42","Oppenheimer","Rocketman","Selma","The Imitation Game","Ali","White / Caucasian",71,1,1,138
1,1,1,0,0,0,0,0,"Woman",1,"Nixon","A Beautiful Day in the Neighborhood","The King's Speech","Harriet","Coco Before Chanel","Walk the Line","The Doors","Capote","White / Caucasian",55,0,1,138
0,1,1,1,1,0,1,1,"Man",1,"The Imitation Game","Braveheart","The Aviator","The Founder","A Beautiful Day in the Neighborhood","Ali","Oppenheimer","Harriet","White / Caucasian",40,1,1,138
0,1,1,1,0,1,1,1,"Non-binary",2,"Harriet","Tolkien","Oppenheimer","A Beautiful Day in the Neighborhood","Ali","Selma","On The Basis of Sex","Rocketman","White / Caucasian",25,0,1,138
1,0,1,1,0,0,1,0,"Man",1,"J. Edgar","Oppenheimer","Hitchcock","A Beautiful Mind","Capote","Harriet","The King's Speech","The Founder","White / Caucasian",27,1,1,138
1,1,1,0,1,0,1,1,"Woman",1,"Ali","Braveheart","The Doors","On The Basis of Sex","Oppenheimer","The Imitation Game","Nixon","Harriet","Hispanic / Latinx",35,0,0,138
0,1,1,1,0,1,1,1,"Woman",2,"Coco Before Chanel","A Beautiful Day in the Neighborhood","Tolkien","Rocketman","Harriet","Ali","On The Basis of Sex","Walk the Line","White / Caucasian",33,0,1,138
1,1,1,0,0,1,1,1,"Woman",3,"Selma","Chappaquiddick","42","Harriet","Coco Before Chanel","Ali","Jobs","Rocketman","Black or African American",58,0,0,138
1,1,0,1,1,0,1,1,"Man",1,"A Beautiful Mind","LBJ","Selma","The King's Speech","A Beautiful Day in the Neighborhood","Ali","On The Basis of Sex","Harriet","White / Caucasian",57,1,1,138
0,1,1,1,0,0,1,0,"Man",1,"Capote","J. Edgar","The Doors","Braveheart","Walk the Line","Ali","A Beautiful Mind","Tolkien","White / Caucasian",35,1,1,138
0,1,1,1,0,0,1,0,"Woman",1,"The Greatest Showman","Oppenheimer","Jobs","42","On The Basis of Sex","Rocketman","Moneyball","The Founder","White / Caucasian",23,0,1,138
0,1,1,1,0,0,1,0,"Man",1,"Hitchcock","Harriet","W. A Life Misunderstood","A Beautiful Day in the Neighborhood","The Aviator","Walk the Line","The Founder","Chappaquiddick","White / Caucasian",34,1,1,138
0,1,1,1,0,0,1,0,"Woman",1,"Oppenheimer","The Founder","A Beautiful Day in the Neighborhood","Moneyball","42","Rocketman","Tolkien","The Imitation Game","White / Caucasian",29,0,1,138
1,0,1,1,0,0,0,0,"Man",2,"On The Basis of Sex","Harriet","Selma","Chaplin","The Founder","Jobs","42","Coco Before Chanel","White / Caucasian",63,1,1,138
0,1,1,1,0,0,0,1,"Man",3,"42","Braveheart","Hitchcock","Harriet","The Aviator","Ali","The Founder","Selma","White / Caucasian",47,1,1,138
1,0,1,1,1,1,0,1,"Man",1,"42","Chaplin","The Imitation Game","Oppenheimer","On The Basis of Sex","Walk the Line","Selma","Ali","White / Caucasian",42,1,1,138
