"gender_feedback","pages_shown","year_shown","entertainer_shown","female_pick","pages_pick","year_pick","entertainer_pick","gender","base_gender","choice-1","choice-2","choice-3","choice-4","choice-5","choice-6","choice-7","race","age","gender_code","race_code"
0,1,1,1,0,0,0,0,"Woman",4,"Johnny Cash","Tina Fey","Anne Frank","Jackie Kennedy","Barbra Streisand","Theodore Roosevelt","Nelson Mandela","Asian / Pacific Islander",21,0,0
0,1,1,1,0,0,1,0,"Man",0,"Napoleon Bonaparte","Anthony Bourdain","J. Robert Oppenheimer","Steve Jobs","Che Guevara","Nelson Mandela","Theodore Roosevelt","Black or African American",21,1,0
0,1,1,1,1,0,0,0,"Woman",2,"Nelson Mandela","Jackie Kennedy","Mark Twain","Steve Jobs","Robin Williams","Tina Fey","Anne Frank","Black or African American",NA,0,0
1,1,0,1,0,0,0,0,"Man",1,"Che Guevara","Tennessee Williams","Andrew Jackson","J. Robert Oppenheimer","Willie Nelson","Anne Frank","Thomas Jefferson","White / Caucasian",26,1,1
1,1,0,1,1,0,1,0,"Man",0,"Napoleon Bonaparte","Steve Jobs","Theodore Roosevelt","Anthony Bourdain","Tennessee Williams","Nelson Mandela","Jackie Kennedy","Asian / Pacific Islander",21,1,0
0,1,1,1,0,0,1,0,"Man",1,"Nelson Mandela","Helen Keller","Steve Jobs","Napoleon Bonaparte","Anthony Bourdain","Thomas Jefferson","Theodore Roosevelt","White / Caucasian",NA,1,1
1,1,0,1,0,0,1,0,"Woman",1,"Nelson Mandela","John Stamos","Thomas Jefferson","Anne Frank","Theodore Roosevelt","Steve Jobs","Andrew Jackson","White / Caucasian",22,0,1
1,0,1,1,0,0,1,0,"Woman",2,"Nelson Mandela","Mark Twain","Steve Jobs","Anne Frank","Helen Keller","Robin Williams","Che Guevara","Asian / Pacific Islander",21,0,0
0,1,1,1,0,0,1,0,"Woman",2,"Nelson Mandela","Mark Twain","Steve Jobs","Anne Frank","Robin Williams","Helen Keller","Che Guevara","White / Caucasian",22,0,1
0,1,1,1,0,1,1,1,"Woman",2,"Steve Jobs","J. Robert Oppenheimer","Helen Keller","Anne Frank","Robin Williams","Willie Nelson","Keith Richards","Asian / Pacific Islander",22,0,0
1,0,1,1,0,1,1,1,"Man",0,"Michael J. Fox","Mark Twain","Robin Williams","Napoleon Bonaparte","Andre Agassi","Theodore Roosevelt","Henry Winkler","White / Caucasian",21,1,1
1,1,0,1,0,0,1,0,"Woman",1,"Steve Jobs","Nelson Mandela","J. Robert Oppenheimer","Tina Fey","Anthony Bourdain","Theodore Roosevelt","Napoleon Bonaparte","Black or African American",22,0,0
0,1,1,1,0,1,1,1,"Man",2,"Theodore Roosevelt","Mark Twain","Anne Frank","Tennessee Williams","Napoleon Bonaparte","Jackie Kennedy","Henry Winkler","White / Caucasian",22,1,1
0,1,1,1,1,0,0,1,"Woman",3,"J. Robert Oppenheimer","Anne Frank","Theodore Roosevelt","Jackie Kennedy","Helen Keller","Napoleon Bonaparte","Barbra Streisand","Asian / Pacific Islander",20,0,0
1,1,0,1,1,1,1,1,"Woman",2,"Mark Twain","Barbra Streisand","Steve Jobs","Helen Keller","Andrew Jackson","Johnny Cash","Tina Fey","Asian / Pacific Islander",20,0,0
1,1,0,1,0,0,0,0,"Woman",3,"Anne Frank","Tina Fey","Jackie Kennedy","Nelson Mandela","Steve Jobs","Andrew Jackson","Thomas Jefferson","Asian / Pacific Islander",29,0,0
0,1,1,1,0,1,1,0,"Woman",1,"J. Robert Oppenheimer","Steve Jobs","Nelson Mandela","Helen Keller","Che Guevara","Napoleon Bonaparte","Andre Agassi","Asian / Pacific Islander",30,0,0
1,1,0,1,0,1,1,1,"Man",1,"Steve Jobs","J. Robert Oppenheimer","Nelson Mandela","Thomas Jefferson","Mark Twain","Anne Frank","Henry Winkler","Asian / Pacific Islander",NA,1,0
0,1,1,1,0,0,1,0,"Man",1,"Henry Winkler","Nelson Mandela","Mark Twain","Helen Keller","J. Robert Oppenheimer","Napoleon Bonaparte","Steve Jobs","Black or African American",21,1,0
0,1,1,1,0,0,1,0,"Man",0,"Robin Williams","J. Robert Oppenheimer","Theodore Roosevelt","Napoleon Bonaparte","Nelson Mandela","Che Guevara","Andrew Jackson","White / Caucasian",20,1,1
1,1,0,1,0,0,0,0,"Man",3,"Tina Fey","Steve Jobs","J. Robert Oppenheimer","Barbra Streisand","Anne Frank","Robin Williams","Thomas Jefferson","White / Caucasian",21,1,1
0,1,1,1,0,0,1,0,"Man",1,"Helen Keller","Nelson Mandela","Anthony Bourdain","Mark Twain","Che Guevara","Johnny Cash","J. Robert Oppenheimer","White / Caucasian",20,1,1
1,1,0,1,0,0,1,1,"Woman",2,"Tina Fey","Napoleon Bonaparte","Nelson Mandela","Steve Jobs","Theodore Roosevelt","Jackie Kennedy","Anthony Bourdain","Asian / Pacific Islander",19,0,0
1,1,0,1,0,0,1,0,"Woman",4,"Tina Fey","Anne Frank","Barbra Streisand","Steve Jobs","J. Robert Oppenheimer","Helen Keller","Napoleon Bonaparte","White / Caucasian",21,0,1
0,1,1,1,0,0,1,0,"Woman",1,"Mark Twain","Napoleon Bonaparte","Thomas Jefferson","Steve Jobs","Nelson Mandela","Anne Frank","J. Robert Oppenheimer","Asian / Pacific Islander",NA,0,0
0,1,1,1,0,0,1,0,NA,1,"Nelson Mandela","Anne Frank","J. Robert Oppenheimer","Keith Richards","Andrew Jackson","Che Guevara","Mark Twain",NA,NA,0,0
0,1,1,1,0,0,1,0,NA,0,"Steve Jobs","Nelson Mandela","Johnny Cash","Thomas Jefferson","Michael J. Fox","Jim Carroll","Andrew Jackson",NA,NA,0,0
1,1,1,0,1,0,0,0,"Man",0,"Thomas Jefferson","Andrew Jackson","Steve Jobs","Napoleon Bonaparte","Che Guevara","J. Robert Oppenheimer","Helen Keller","Asian / Pacific Islander",22,1,0
1,1,0,1,0,0,1,0,"Man",1,"Andrew Jackson","Thomas Jefferson","Theodore Roosevelt","Jim Carroll","Andre Agassi","Jackie Kennedy","J. Robert Oppenheimer","White / Caucasian",21,1,1
0,1,1,1,0,0,0,0,NA,1,"Nelson Mandela","Napoleon Bonaparte","Jackie Kennedy","J. Robert Oppenheimer","Tennessee Williams","Theodore Roosevelt","Thomas Jefferson","White / Caucasian",NA,0,1
0,1,1,1,1,0,0,1,"Woman",2,"Nelson Mandela","Robin Williams","Jackie Kennedy","Michael J. Fox","Tina Fey","Henry Winkler","Barbra Streisand","White / Caucasian",70,0,1
1,1,0,1,1,0,1,0,"Woman",0,"Mark Twain","Steve Jobs","Napoleon Bonaparte","J. Robert Oppenheimer","Theodore Roosevelt","Robin Williams","Jackie Kennedy","White / Caucasian",NA,0,1
1,1,0,1,0,0,1,0,"Woman",4,"Robin Williams","Jackie Kennedy","Anne Frank","Nelson Mandela","Barbra Streisand","Helen Keller","Napoleon Bonaparte","White / Caucasian",19,0,1
0,1,1,1,0,0,1,0,"Man",0,"Anthony Bourdain","Steve Jobs","Napoleon Bonaparte","Robin Williams","J. Robert Oppenheimer","Keith Richards","Mark Twain","Black or African American",21,1,0
0,1,1,1,0,0,1,1,"Non-binary",0,"Jim Carroll","Che Guevara","Keith Richards","Nelson Mandela","Mark Twain","Thomas Jefferson","Robin Williams","Black or African American",27,0,0
