"treatment","men_pool","cond","pool","female_pick","base_gender","tech_pick","choice-1","choice-2","choice-3","choice-4","choice-5","choice-6","choice-7","race","gender","age","fair1_num","fair2_num","fair3_num","fairness","I1_num","I2_num","I3_num","I4_num","internal_motivation","E1_num","E2_num","E3_num","external_motivation","num_excluded_total"
1,0,"treat","women",0,5,0,"Whitney Wolfe Herd (Founder of Bumble)","Phil Knight (Co-founder of Nike)","Jessica Alba (Founder of The Honest Company)","Carol Tomé (CEO of UPS)","Kendra Scott (Founder of Kendra Scott)","Michele Buck (CEO of Hershey)","Larry Page (Co-founder of Google)","Asian / Pacific Islander","Woman",32,4,3,3,3.33333333333333,2,4,4,4,3.5,2,4,2,2.66666666666667,68
1,1,"treat","men",0,2,0,"Warren Buffett (CEO of Berkshire Hathaway)","Jamie Dimon (CEO of JPMorgan Chase)","Jane Fraser (CEO of Citigroup)","Brian Moynihan (CEO of Bank of America)","Michael Bloomberg (Co-founder of Bloomberg LP)","Kendra Scott (Founder of Kendra Scott)","Phil Knight (Co-founder of Nike)","White / Caucasian","Woman",60,2,2,2,2,2,3,2,2,2.25,2,2,2,2,68
1,0,"treat","women",0,5,0,"Arianna Huffington (Founder of Thrive Global)","Gail Boudreaux (CEO of Elevance Health)","Sundar Pichai (CEO of Alphabet Inc.)","Jane Fraser (CEO of Citigroup)","Jessica Alba (Founder of The Honest Company)","Kate Johnson (CEO of Lumen Technologies)","Tim Cook (CEO of Apple)","White / Caucasian","Woman",56,4,4,6,4.66666666666667,4,4,4,6,4.5,4,4,4,4,68
0,0,"control","women",1,2,0,"Leah Busque (Founder of TaskRabbit)","Melanie Perkins (Founder of Canva)","Warren Buffett (CEO of Berkshire Hathaway)","Phil Knight (Co-founder of Nike)","Larry Page (Co-founder of Google)","Daymond John (Founder of FUBU)","Lisa Su (CEO of AMD)","White / Caucasian","Man",50,2,2,2,2,2,2,2,2,2,2,6,2,3.33333333333333,68
0,1,"control","men",0,2,0,"Daymond John (Founder of FUBU)","Lisa Su (CEO of AMD)","Larry Page (Co-founder of Google)","Jane Fraser (CEO of Citigroup)","Mark Zuckerberg (Co-founder of Facebook)","Warren Buffett (CEO of Berkshire Hathaway)","Bill Gates (Co-founder of Microsoft)","White / Caucasian","Man",45,4,5,5,4.66666666666667,4,3,4,4,3.75,3,3,3,3,68
1,0,"treat","women",1,3,0,"Arianna Huffington (Founder of Thrive Global)","Jessica Alba (Founder of The Honest Company)","Larry Page (Co-founder of Google)","Warren Buffett (CEO of Berkshire Hathaway)","Melanie Perkins (Founder of Canva)","Phil Knight (Co-founder of Nike)","Sara Blakely (Founder of Spanx)","White / Caucasian","Woman",49,5,5,5,5,5,5,5,5,5,5,5,5,5,68
0,0,"control","women",1,4,0,"Melanie Perkins (Founder of Canva)","Whitney Wolfe Herd (Founder of Bumble)","Warren Buffett (CEO of Berkshire Hathaway)","Mary Barra (CEO of General Motors)","Larry Page (Co-founder of Google)","Michele Buck (CEO of Hershey)","Oprah Winfrey (Founder of OWN)","White / Caucasian","Woman",58,2,2,2,2,2,2,2,2,2,1,2,1,1.33333333333333,68
0,0,"control","women",1,4,0,"Michele Buck (CEO of Hershey)","Larry Page (Co-founder of Google)","Jessica Alba (Founder of The Honest Company)","Phil Knight (Co-founder of Nike)","Julia Hartz (Co-founder of EventBrite)","Sara Blakely (Founder of Spanx)","Melanie Perkins (Founder of Canva)","White / Caucasian","Woman",55,4,4,5,4.33333333333333,4,6,4,4,4.5,5,5,4,4.66666666666667,68
1,1,"treat","men",1,0,0,"Larry Page (Co-founder of Google)","Phil Knight (Co-founder of Nike)","Richard Branson (Founder of Virgin Group)","Michael Bloomberg (Co-founder of Bloomberg LP)","Howard Schultz (Founder of Starbucks)","Bill Gates (Co-founder of Microsoft)","Leah Busque (Founder of TaskRabbit)","White / Caucasian","Man",39,4,6,6,5.33333333333333,3,6,5,3,4.25,7,6,7,6.66666666666667,68
0,1,"control","men",0,1,0,"Warren Buffett (CEO of Berkshire Hathaway)","Tim Cook (CEO of Apple)","Jeff Bezos (Founder of Amazon)","Bill Gates (Co-founder of Microsoft)","Mary Barra (CEO of General Motors)","Richard Branson (Founder of Virgin Group)","Andy Jassy (CEO of Amazon)","White / Caucasian","Woman",66,2,2,3,2.33333333333333,3,4,3,4,3.5,4,3,2,3,68
0,1,"control","men",0,1,0,"Bill Gates (Co-founder of Microsoft)","Jamie Dimon (CEO of JPMorgan Chase)","Jeff Bezos (Founder of Amazon)","Jensen Huang (CEO of NVIDIA)","Lisa Su (CEO of AMD)","Mark Zuckerberg (Co-founder of Facebook)","Michael Bloomberg (Co-founder of Bloomberg LP)","White / Caucasian","Man",61,4,2,3,3,6,5,4,4,4.75,3,2,2,2.33333333333333,68
1,0,"treat","women",0,3,0,"Melanie Perkins (Founder of Canva)","Sundar Pichai (CEO of Alphabet Inc.)","Tim Cook (CEO of Apple)","Larry Page (Co-founder of Google)","Lisa Su (CEO of AMD)","Leah Busque (Founder of TaskRabbit)","Warren Buffett (CEO of Berkshire Hathaway)","White / Caucasian","Woman",25,1,1,2,1.33333333333333,2,2,2,1,1.75,1,2,2,1.66666666666667,68
0,1,"control","men",1,1,0,"Jensen Huang (CEO of NVIDIA)","Larry Page (Co-founder of Google)","Whitney Wolfe Herd (Founder of Bumble)","Richard Branson (Founder of Virgin Group)","Jeff Bezos (Founder of Amazon)","Daymond John (Founder of FUBU)","Lisa Su (CEO of AMD)","White / Caucasian","Man",40,1,1,1,1,1,1,1,1,1,1,1,1,1,68
1,0,"treat","women",1,4,0,"Carol Tomé (CEO of UPS)","Larry Page (Co-founder of Google)","Mary Barra (CEO of General Motors)","Tim Cook (CEO of Apple)","Kendra Scott (Founder of Kendra Scott)","Gail Boudreaux (CEO of Elevance Health)","Michele Buck (CEO of Hershey)","Asian / Pacific Islander","Man",28,2,3,3,2.66666666666667,2,5,3,3,3.25,3,2,1,2,68
1,1,"treat","men",1,4,0,"Richard Branson (Founder of Virgin Group)","Mary Barra (CEO of General Motors)","Lisa Su (CEO of AMD)","Jane Fraser (CEO of Citigroup)","Bill Gates (Co-founder of Microsoft)","Leah Busque (Founder of TaskRabbit)","Kendra Scott (Founder of Kendra Scott)","White / Caucasian","Woman",46,4,3,5,4,3,4,4,5,4,4,3,3,3.33333333333333,68
0,0,"control","women",0,3,0,"Warren Buffett (CEO of Berkshire Hathaway)","Lisa Su (CEO of AMD)","Sundar Pichai (CEO of Alphabet Inc.)","Kate Johnson (CEO of Lumen Technologies)","Tim Cook (CEO of Apple)","Carol Tomé (CEO of UPS)","Larry Page (Co-founder of Google)","White / Caucasian","Man",29,1,1,1,1,1,1,1,1,1,1,1,1,1,68
0,0,"control","women",1,3,0,"Sundar Pichai (CEO of Alphabet Inc.)","Warren Buffett (CEO of Berkshire Hathaway)","Melanie Perkins (Founder of Canva)","Larry Page (Co-founder of Google)","Mary Barra (CEO of General Motors)","Lisa Su (CEO of AMD)","Carol Tomé (CEO of UPS)","Asian / Pacific Islander","Man",28,1,1,1,1,1,1,1,1,1,1,1,1,1,68
1,1,"treat","men",1,0,0,"Warren Buffett (CEO of Berkshire Hathaway)","Bill Gates (Co-founder of Microsoft)","Tim Cook (CEO of Apple)","Jeff Bezos (Founder of Amazon)","Jensen Huang (CEO of NVIDIA)","Andy Jassy (CEO of Amazon)","Jane Fraser (CEO of Citigroup)","White / Caucasian","Man",72,5,5,6,5.33333333333333,6,6,6,6,6,6,6,7,6.33333333333333,68
1,0,"treat","women",1,3,0,"Larry Page (Co-founder of Google)","Kate Johnson (CEO of Lumen Technologies)","Carol Tomé (CEO of UPS)","Tim Cook (CEO of Apple)","Phil Knight (Co-founder of Nike)","Gail Boudreaux (CEO of Elevance Health)","Michele Buck (CEO of Hershey)","White / Caucasian","Woman",28,4,4,5,4.33333333333333,4,6,5,5,5,5,4,4,4.33333333333333,68
1,0,"treat","women",1,6,0,"Arianna Huffington (Founder of Thrive Global)","Jessica Alba (Founder of The Honest Company)","Leah Busque (Founder of TaskRabbit)","Melanie Perkins (Founder of Canva)","Michele Buck (CEO of Hershey)","Sara Blakely (Founder of Spanx)","Oprah Winfrey (Founder of OWN)","White / Caucasian","Non-binary",47,2,2,2,2,5,2,2,2,2.75,2,2,5,3,68
0,0,"control","women",1,4,0,"Daymond John (Founder of FUBU)","Jessica Alba (Founder of The Honest Company)","Larry Page (Co-founder of Google)","Mary Barra (CEO of General Motors)","Leah Busque (Founder of TaskRabbit)","Kate Johnson (CEO of Lumen Technologies)","Whitney Wolfe Herd (Founder of Bumble)","Black or African American","Woman",46,1,1,1,1,1,1,1,1,1,1,1,1,1,68
1,0,"treat","women",1,4,0,"Larry Page (Co-founder of Google)","Jane Fraser (CEO of Citigroup)","Melanie Perkins (Founder of Canva)","Oprah Winfrey (Founder of OWN)","Tim Cook (CEO of Apple)","Kate Johnson (CEO of Lumen Technologies)","Julia Hartz (Co-founder of EventBrite)","Black or African American","Man",43,3,4,5,4,6,6,5,6,5.75,7,4,6,5.66666666666667,68
0,1,"control","men",0,0,0,"Jeff Bezos (Founder of Amazon)","Mark Zuckerberg (Co-founder of Facebook)","Jensen Huang (CEO of NVIDIA)","Jamie Dimon (CEO of JPMorgan Chase)","Andy Jassy (CEO of Amazon)","Brian Moynihan (CEO of Bank of America)","Bill Gates (Co-founder of Microsoft)","Black or African American","Woman",40,3,4,2,3,7,5,5,4,5.25,6,5,3,4.66666666666667,68
0,1,"control","men",0,4,0,"Kendra Scott (Founder of Kendra Scott)","Bill Gates (Co-founder of Microsoft)","Lisa Su (CEO of AMD)","Michael Bloomberg (Co-founder of Bloomberg LP)","Whitney Wolfe Herd (Founder of Bumble)","Leah Busque (Founder of TaskRabbit)","Tim Cook (CEO of Apple)","White / Caucasian","Woman",33,2,2,3,2.33333333333333,2,2,2,2,2,1,3,1,1.66666666666667,68
0,1,"control","men",0,1,0,"Kendra Scott (Founder of Kendra Scott)","Bill Gates (Co-founder of Microsoft)","Jeff Bezos (Founder of Amazon)","Larry Page (Co-founder of Google)","Phil Knight (Co-founder of Nike)","Howard Schultz (Founder of Starbucks)","Mark Zuckerberg (Co-founder of Facebook)","White / Caucasian","Woman",45,4,4,4,4,4,2,5,4,3.75,2,4,3,3,68
0,0,"control","women",1,4,0,"Jessica Alba (Founder of The Honest Company)","Warren Buffett (CEO of Berkshire Hathaway)","Tim Cook (CEO of Apple)","Arianna Huffington (Founder of Thrive Global)","Lisa Su (CEO of AMD)","Sara Blakely (Founder of Spanx)","Mary Barra (CEO of General Motors)","White / Caucasian","Man",34,1,1,1,1,1,1,1,1,1,1,1,1,1,68
1,1,"treat","men",0,2,0,"Warren Buffett (CEO of Berkshire Hathaway)","Daymond John (Founder of FUBU)","Lloyd Blankfein (Former CEO of Goldman Sachs)","Jane Fraser (CEO of Citigroup)","Satya Nadella (CEO of Microsoft)","Lisa Su (CEO of AMD)","Sundar Pichai (CEO of Alphabet Inc.)","White / Caucasian","Man",33,2,2,2,2,2,2,2,2,2,2,2,2,2,68
0,0,"control","women",0,5,0,"Kate Johnson (CEO of Lumen Technologies)","Leah Busque (Founder of TaskRabbit)","Sara Blakely (Founder of Spanx)","Phil Knight (Co-founder of Nike)","Whitney Wolfe Herd (Founder of Bumble)","Jane Fraser (CEO of Citigroup)","Warren Buffett (CEO of Berkshire Hathaway)","White / Caucasian","Woman",42,2,2,6,3.33333333333333,6,3,7,4,5,1,2,1,1.33333333333333,68
0,1,"control","men",0,0,0,"Warren Buffett (CEO of Berkshire Hathaway)","Phil Knight (Co-founder of Nike)","Andy Jassy (CEO of Amazon)","Bill Gates (Co-founder of Microsoft)","Richard Branson (Founder of Virgin Group)","Howard Schultz (Founder of Starbucks)","Tim Cook (CEO of Apple)","White / Caucasian","Man",46,2,2,2,2,2,2,2,2,2,2,2,2,2,68
1,0,"treat","women",0,3,0,"Lisa Su (CEO of AMD)","Larry Page (Co-founder of Google)","Jessica Alba (Founder of The Honest Company)","Carol Tomé (CEO of UPS)","Tim Cook (CEO of Apple)","Sundar Pichai (CEO of Alphabet Inc.)","Daymond John (Founder of FUBU)","Hispanic / Latinx","Man",33,6,7,7,6.66666666666667,6,6,7,6,6.25,6,6,6,6,68
1,1,"treat","men",1,0,0,"Tim Cook (CEO of Apple)","Mark Zuckerberg (Co-founder of Facebook)","Daymond John (Founder of FUBU)","Howard Schultz (Founder of Starbucks)","Bill Gates (Co-founder of Microsoft)","Jeff Bezos (Founder of Amazon)","Jane Fraser (CEO of Citigroup)","White / Caucasian","Woman",23,3,3,4,3.33333333333333,3,3,3,3,3,3,3,2,2.66666666666667,68
0,0,"control","women",1,5,0,"Carol Tomé (CEO of UPS)","Jane Fraser (CEO of Citigroup)","Kendra Scott (Founder of Kendra Scott)","Lisa Su (CEO of AMD)","Oprah Winfrey (Founder of OWN)","Tim Cook (CEO of Apple)","Jessica Alba (Founder of The Honest Company)","White / Caucasian","Man",43,1,1,1,1,1,1,1,1,1,1,1,1,1,68
1,0,"treat","women",1,2,0,"Warren Buffett (CEO of Berkshire Hathaway)","Larry Page (Co-founder of Google)","Lisa Su (CEO of AMD)","Sundar Pichai (CEO of Alphabet Inc.)","Tim Cook (CEO of Apple)","Carol Tomé (CEO of UPS)","Oprah Winfrey (Founder of OWN)","Asian / Pacific Islander","Man",40,6,5,5,5.33333333333333,5,6,6,5,5.5,6,5,5,5.33333333333333,68
0,1,"control","men",1,1,0,"Bill Gates (Co-founder of Microsoft)","Kendra Scott (Founder of Kendra Scott)","Richard Branson (Founder of Virgin Group)","Daymond John (Founder of FUBU)","Tim Cook (CEO of Apple)","Phil Knight (Co-founder of Nike)","Leah Busque (Founder of TaskRabbit)","Black or African American","Woman",48,4,4,3,3.66666666666667,3,4,4,5,4,4,6,1,3.66666666666667,68
1,0,"treat","women",1,2,0,"Warren Buffett (CEO of Berkshire Hathaway)","Larry Page (Co-founder of Google)","Lisa Su (CEO of AMD)","Tim Cook (CEO of Apple)","Sundar Pichai (CEO of Alphabet Inc.)","Jessica Alba (Founder of The Honest Company)","Mary Barra (CEO of General Motors)","Asian / Pacific Islander","Man",49,2,2,7,3.66666666666667,2,2,2,2,2,2,2,2,2,68
1,1,"treat","men",1,0,0,"Bill Gates (Co-founder of Microsoft)","Brian Moynihan (CEO of Bank of America)","Phil Knight (Co-founder of Nike)","Michael Bloomberg (Co-founder of Bloomberg LP)","Jeff Bezos (Founder of Amazon)","Mark Zuckerberg (Co-founder of Facebook)","Kendra Scott (Founder of Kendra Scott)","White / Caucasian","Man",52,7,7,7,7,4,7,7,5,5.75,4,7,4,5,68
0,0,"control","women",1,3,0,"Jessica Alba (Founder of The Honest Company)","Larry Page (Co-founder of Google)","Tim Cook (CEO of Apple)","Phil Knight (Co-founder of Nike)","Sara Blakely (Founder of Spanx)","Michele Buck (CEO of Hershey)","Kate Johnson (CEO of Lumen Technologies)","White / Caucasian","Woman",45,2,2,3,2.33333333333333,2,3,2,2,2.25,3,2,2,2.33333333333333,68
1,1,"treat","men",1,2,0,"Brian Moynihan (CEO of Bank of America)","Bill Gates (Co-founder of Microsoft)","Howard Schultz (Founder of Starbucks)","Lisa Su (CEO of AMD)","Warren Buffett (CEO of Berkshire Hathaway)","Leah Busque (Founder of TaskRabbit)","Mary Barra (CEO of General Motors)","White / Caucasian","Woman",53,6,6,6,6,6,6,6,6,6,6,6,6,6,68
1,1,"treat","men",1,0,0,"Andy Jassy (CEO of Amazon)","Mark Zuckerberg (Co-founder of Facebook)","Satya Nadella (CEO of Microsoft)","Tim Cook (CEO of Apple)","Jeff Bezos (Founder of Amazon)","Phil Knight (Co-founder of Nike)","Jane Fraser (CEO of Citigroup)","White / Caucasian","Woman",25,5,6,6,5.66666666666667,5,6,6,5,5.5,6,5,5,5.33333333333333,68
1,0,"treat","women",0,4,0,"Oprah Winfrey (Founder of OWN)","Jessica Alba (Founder of The Honest Company)","Gail Boudreaux (CEO of Elevance Health)","Warren Buffett (CEO of Berkshire Hathaway)","Phil Knight (Co-founder of Nike)","Mary Barra (CEO of General Motors)","Daymond John (Founder of FUBU)","White / Caucasian","Non-binary",36,2,2,2,2,2,2,2,2,2,2,2,2,2,68
0,0,"control","women",0,3,0,"Tim Cook (CEO of Apple)","Warren Buffett (CEO of Berkshire Hathaway)","Oprah Winfrey (Founder of OWN)","Linda Yaccarino (CEO of X)","Larry Page (Co-founder of Google)","Jessica Alba (Founder of The Honest Company)","Phil Knight (Co-founder of Nike)","Hispanic / Latinx","Woman",39,2,2,3,2.33333333333333,2,4,3,4,3.25,2,2,2,2,68
1,0,"treat","women",1,2,0,"Warren Buffett (CEO of Berkshire Hathaway)","Tim Cook (CEO of Apple)","Jane Fraser (CEO of Citigroup)","Larry Page (Co-founder of Google)","Julia Hartz (Co-founder of EventBrite)","Phil Knight (Co-founder of Nike)","Mary Barra (CEO of General Motors)","White / Caucasian","Woman",51,6,6,6,6,7,7,6,6,6.5,4,4,4,4,68
0,1,"control","men",1,2,0,"Bill Gates (Co-founder of Microsoft)","Jensen Huang (CEO of NVIDIA)","Lisa Su (CEO of AMD)","Tim Cook (CEO of Apple)","Lloyd Blankfein (Former CEO of Goldman Sachs)","Leah Busque (Founder of TaskRabbit)","Whitney Wolfe Herd (Founder of Bumble)","Asian / Pacific Islander","Man",25,2,2,3,2.33333333333333,2,3,4,2,2.75,2,3,2,2.33333333333333,68
0,1,"control","men",0,1,0,"Daymond John (Founder of FUBU)","Michael Bloomberg (Co-founder of Bloomberg LP)","Kendra Scott (Founder of Kendra Scott)","Jamie Dimon (CEO of JPMorgan Chase)","Howard Schultz (Founder of Starbucks)","Phil Knight (Co-founder of Nike)","Tim Cook (CEO of Apple)","Black or African American","Woman",45,6,6,6,6,6,6,6,6,6,6,6,6,6,68
1,1,"treat","men",0,2,0,"Andy Jassy (CEO of Amazon)","Jensen Huang (CEO of NVIDIA)","Lisa Su (CEO of AMD)","Tim Cook (CEO of Apple)","Mary Barra (CEO of General Motors)","Satya Nadella (CEO of Microsoft)","Warren Buffett (CEO of Berkshire Hathaway)","White / Caucasian","Woman",41,4,2,2,2.66666666666667,3,4,2,4,3.25,5,5,4,4.66666666666667,68
1,1,"treat","men",1,1,0,"Satya Nadella (CEO of Microsoft)","Sundar Pichai (CEO of Alphabet Inc.)","Jamie Dimon (CEO of JPMorgan Chase)","Howard Schultz (Founder of Starbucks)","Richard Branson (Founder of Virgin Group)","Whitney Wolfe Herd (Founder of Bumble)","Jane Fraser (CEO of Citigroup)","White / Caucasian","Woman",36,5,5,4,4.66666666666667,3,5,5,5,4.5,3,4,3,3.33333333333333,68
1,0,"treat","women",0,5,0,"Carol Tomé (CEO of UPS)","Kate Johnson (CEO of Lumen Technologies)","Michele Buck (CEO of Hershey)","Mary Barra (CEO of General Motors)","Lisa Su (CEO of AMD)","Sundar Pichai (CEO of Alphabet Inc.)","Larry Page (Co-founder of Google)","White / Caucasian","Woman",34,1,1,1,1,1,1,1,1,1,1,1,1,1,68
0,0,"control","women",1,2,0,"Gail Boudreaux (CEO of Elevance Health)","Larry Page (Co-founder of Google)","Phil Knight (Co-founder of Nike)","Tim Cook (CEO of Apple)","Warren Buffett (CEO of Berkshire Hathaway)","Kate Johnson (CEO of Lumen Technologies)","Carol Tomé (CEO of UPS)","Asian / Pacific Islander","Man",33,5,5,5,5,5,5,5,5,5,4,3,3,3.33333333333333,68
0,1,"control","men",0,3,0,"Whitney Wolfe Herd (Founder of Bumble)","Phil Knight (Co-founder of Nike)","Leah Busque (Founder of TaskRabbit)","Larry Page (Co-founder of Google)","Jensen Huang (CEO of NVIDIA)","Lisa Su (CEO of AMD)","Bill Gates (Co-founder of Microsoft)","Hispanic / Latinx","Non-binary",41,5,6,6,5.66666666666667,6,6,6,6,6,5,2,2,3,68
1,0,"treat","women",1,4,0,"Larry Page (Co-founder of Google)","Kendra Scott (Founder of Kendra Scott)","Oprah Winfrey (Founder of OWN)","Phil Knight (Co-founder of Nike)","Leah Busque (Founder of TaskRabbit)","Arianna Huffington (Founder of Thrive Global)","Mary Barra (CEO of General Motors)","White / Caucasian","Man",32,3,3,3,3,2,2,2,4,2.5,2,4,2,2.66666666666667,68
1,1,"treat","men",1,3,0,"Warren Buffett (CEO of Berkshire Hathaway)","Whitney Wolfe Herd (Founder of Bumble)","Kendra Scott (Founder of Kendra Scott)","Leah Busque (Founder of TaskRabbit)","Bill Gates (Co-founder of Microsoft)","Daymond John (Founder of FUBU)","Lisa Su (CEO of AMD)","White / Caucasian","Woman",40,3,2,2,2.33333333333333,6,6,6,6,6,5,2,2,3,68
0,1,"control","men",1,0,0,"Richard Branson (Founder of Virgin Group)","Bill Gates (Co-founder of Microsoft)","Larry Page (Co-founder of Google)","Satya Nadella (CEO of Microsoft)","Warren Buffett (CEO of Berkshire Hathaway)","Jeff Bezos (Founder of Amazon)","Jane Fraser (CEO of Citigroup)","White / Caucasian","Woman",63,6,5,6,5.66666666666667,7,6,6,6,6.25,5,1,2,2.66666666666667,68
1,1,"treat","men",0,1,0,"Jensen Huang (CEO of NVIDIA)","Lisa Su (CEO of AMD)","Warren Buffett (CEO of Berkshire Hathaway)","Jamie Dimon (CEO of JPMorgan Chase)","Tim Cook (CEO of Apple)","Sundar Pichai (CEO of Alphabet Inc.)","Satya Nadella (CEO of Microsoft)","White / Caucasian","Man",58,1,1,1,1,1,1,1,1,1,1,1,1,1,68
0,1,"control","men",0,1,0,"Tim Cook (CEO of Apple)","Warren Buffett (CEO of Berkshire Hathaway)","Larry Page (Co-founder of Google)","Bill Gates (Co-founder of Microsoft)","Jeff Bezos (Founder of Amazon)","Kendra Scott (Founder of Kendra Scott)","Phil Knight (Co-founder of Nike)","White / Caucasian","Woman",54,1,1,1,1,1,1,1,1,1,1,1,1,1,68
0,0,"control","women",1,2,0,"Larry Page (Co-founder of Google)","Phil Knight (Co-founder of Nike)","Oprah Winfrey (Founder of OWN)","Tim Cook (CEO of Apple)","Warren Buffett (CEO of Berkshire Hathaway)","Carol Tomé (CEO of UPS)","Michele Buck (CEO of Hershey)","Black or African American","Man",34,6,3,5,4.66666666666667,3,5,5,5,4.5,4,3,2,3,68
1,0,"treat","women",1,5,0,"Phil Knight (Co-founder of Nike)","Carol Tomé (CEO of UPS)","Michele Buck (CEO of Hershey)","Mary Barra (CEO of General Motors)","Whitney Wolfe Herd (Founder of Bumble)","Julia Hartz (Co-founder of EventBrite)","Arianna Huffington (Founder of Thrive Global)","White / Caucasian","Woman",36,4,4,5,4.33333333333333,3,4,4,4,3.75,5,4,5,4.66666666666667,68
1,1,"treat","men",1,2,0,"Whitney Wolfe Herd (Founder of Bumble)","Phil Knight (Co-founder of Nike)","Jensen Huang (CEO of NVIDIA)","Leah Busque (Founder of TaskRabbit)","Richard Branson (Founder of Virgin Group)","Mark Zuckerberg (Co-founder of Facebook)","Mary Barra (CEO of General Motors)","White / Caucasian","Man",34,5,5,4,4.66666666666667,5,4,5,4,4.5,5,4,3,4,68
1,0,"treat","women",1,3,0,"Carol Tomé (CEO of UPS)","Tim Cook (CEO of Apple)","Lisa Su (CEO of AMD)","Larry Page (Co-founder of Google)","Phil Knight (Co-founder of Nike)","Whitney Wolfe Herd (Founder of Bumble)","Jessica Alba (Founder of The Honest Company)","White / Caucasian","Man",41,1,1,1,1,1,1,1,1,1,1,1,1,1,68
1,1,"treat","men",0,1,0,"Warren Buffett (CEO of Berkshire Hathaway)","Jensen Huang (CEO of NVIDIA)","Lisa Su (CEO of AMD)","Jeff Bezos (Founder of Amazon)","Sundar Pichai (CEO of Alphabet Inc.)","Jamie Dimon (CEO of JPMorgan Chase)","Daymond John (Founder of FUBU)","Black or African American","Man",31,1,1,1,1,1,1,1,1,1,1,1,1,1,68
0,0,"control","women",0,1,0,"Tim Cook (CEO of Apple)","Linda Yaccarino (CEO of X)","Warren Buffett (CEO of Berkshire Hathaway)","Phil Knight (Co-founder of Nike)","Daymond John (Founder of FUBU)","Larry Page (Co-founder of Google)","Sundar Pichai (CEO of Alphabet Inc.)","White / Caucasian","Man",42,4,4,4,4,4,4,4,4,4,4,2,4,3.33333333333333,68
0,1,"control","men",0,2,0,"Bill Gates (Co-founder of Microsoft)","Lloyd Blankfein (Former CEO of Goldman Sachs)","Lisa Su (CEO of AMD)","Jeff Bezos (Founder of Amazon)","Larry Page (Co-founder of Google)","Mary Barra (CEO of General Motors)","Brian Moynihan (CEO of Bank of America)","White / Caucasian","Man",37,1,1,1,1,1,1,1,1,1,1,1,1,1,68
0,0,"control","women",0,4,0,"Whitney Wolfe Herd (Founder of Bumble)","Melanie Perkins (Founder of Canva)","Tim Cook (CEO of Apple)","Linda Yaccarino (CEO of X)","Leah Busque (Founder of TaskRabbit)","Sundar Pichai (CEO of Alphabet Inc.)","Warren Buffett (CEO of Berkshire Hathaway)","Asian / Pacific Islander","Woman",43,1,1,1,1,1,1,1,1,1,1,1,1,1,68
1,1,"treat","men",0,0,0,"Jeff Bezos (Founder of Amazon)","Howard Schultz (Founder of Starbucks)","Jensen Huang (CEO of NVIDIA)","Mark Zuckerberg (Co-founder of Facebook)","Bill Gates (Co-founder of Microsoft)","Larry Page (Co-founder of Google)","Phil Knight (Co-founder of Nike)","White / Caucasian","Man",25,1,2,2,1.66666666666667,7,1,1,1,2.5,5,5,5,5,68
0,0,"control","women",0,4,0,"Michele Buck (CEO of Hershey)","Larry Page (Co-founder of Google)","Carol Tomé (CEO of UPS)","Mary Barra (CEO of General Motors)","Tim Cook (CEO of Apple)","Oprah Winfrey (Founder of OWN)","Phil Knight (Co-founder of Nike)","White / Caucasian","Woman",30,1,1,1,1,1,1,1,1,1,1,1,1,1,68
0,0,"control","women",1,4,0,"Linda Yaccarino (CEO of X)","Warren Buffett (CEO of Berkshire Hathaway)","Jessica Alba (Founder of The Honest Company)","Larry Page (Co-founder of Google)","Mary Barra (CEO of General Motors)","Gail Boudreaux (CEO of Elevance Health)","Jane Fraser (CEO of Citigroup)","White / Caucasian","Man",64,2,2,5,3,2,2,3,3,2.5,2,2,3,2.33333333333333,68
0,1,"control","men",0,0,0,"Warren Buffett (CEO of Berkshire Hathaway)","Larry Page (Co-founder of Google)","Jeff Bezos (Founder of Amazon)","Tim Cook (CEO of Apple)","Daymond John (Founder of FUBU)","Bill Gates (Co-founder of Microsoft)","Jensen Huang (CEO of NVIDIA)","Black or African American","Woman",37,2,2,2,2,7,2,2,2,3.25,4,2,2,2.66666666666667,68
1,0,"treat","women",0,3,0,"Arianna Huffington (Founder of Thrive Global)","Daymond John (Founder of FUBU)","Kate Johnson (CEO of Lumen Technologies)","Mary Barra (CEO of General Motors)","Sundar Pichai (CEO of Alphabet Inc.)","Tim Cook (CEO of Apple)","Larry Page (Co-founder of Google)","White / Caucasian","Man",34,5,3,5,4.33333333333333,5,5,5,6,5.25,3,5,5,4.33333333333333,68
1,0,"treat","women",0,3,0,"Warren Buffett (CEO of Berkshire Hathaway)","Daymond John (Founder of FUBU)","Sara Blakely (Founder of Spanx)","Oprah Winfrey (Founder of OWN)","Phil Knight (Co-founder of Nike)","Michele Buck (CEO of Hershey)","Larry Page (Co-founder of Google)","White / Caucasian","Man",38,2,2,5,3,2,5,4,2,3.25,4,2,5,3.66666666666667,68
0,0,"control","women",1,2,0,"Tim Cook (CEO of Apple)","Sundar Pichai (CEO of Alphabet Inc.)","Warren Buffett (CEO of Berkshire Hathaway)","Larry Page (Co-founder of Google)","Jane Fraser (CEO of Citigroup)","Michele Buck (CEO of Hershey)","Gail Boudreaux (CEO of Elevance Health)","White / Caucasian","Man",35,2,2,2,2,2,2,2,2,2,2,2,1,1.66666666666667,68
