"cond","base_condition","gender_feedback","poets_shown","oldies_shown","books_shown","women_shown","female_pick","poets_pick","oldies_pick","books_pick","base_gender","base_poets","base_oldies","base_books","choice-1","choice-2","choice-3","choice-4","choice-5","choice-6","choice-7","race","gender","age","gender_code","race_code","num_excluded_total"
"control","low",0,1,1,1,0,0,0,1,0,1,2,3,3,"J.K. Rowling","Charles Dickens","George Orwell","Ernest Hemingway","Oscar Wilde","John Steinbeck","F. Scott Fitzgerald","White / Caucasian","Man",38,1,1,25
"control","high",0,1,1,1,0,1,1,1,0,2,3,3,2,"Jane Austen","George Orwell","Charles Dickens","Maya Angelou","Ernest Hemingway","J.R.R. Tolkien","Virginia Woolf","White / Caucasian","Man",56,1,1,25
"control","low",0,1,1,1,0,1,0,0,0,3,3,3,2,"Ray Bradbury","Sylvia Plath","Charles Dickens","Oscar Wilde","Jane Austen","Virginia Woolf","Zadie Smith","White / Caucasian","Woman",28,0,1,25
"control","high",0,1,1,1,0,1,0,0,0,1,2,4,2,"Charles Dickens","J.K. Rowling","Ernest Hemingway","George Orwell","Oscar Wilde","James Joyce","Zadie Smith","White / Caucasian","Man",38,1,1,25
"treat","high",1,0,1,1,1,0,1,1,1,3,1,3,5,"J.K. Rowling","Jane Austen","Margaret Atwood","J.R.R. Tolkien","Rudyard Kipling","Jack London","Herman Melville","White / Caucasian","Man",29,1,1,25
"control","high",0,1,1,1,0,0,1,1,1,0,2,5,2,"George Orwell","Ernest Hemingway","Oscar Wilde","J.R.R. Tolkien","James Joyce","Charles Dickens","Herman Melville","White / Caucasian","Woman",71,0,1,25
"control","low",0,1,1,1,0,0,0,0,1,1,2,4,2,"Charles Dickens","Ernest Hemingway","Oscar Wilde","George Orwell","J.K. Rowling","F. Scott Fitzgerald","John Steinbeck","White / Caucasian","Man",33,1,1,25
"treat","low",1,0,1,1,1,0,0,0,0,2,2,1,1,"Ray Bradbury","F. Scott Fitzgerald","George Orwell","J.D. Salinger","Zadie Smith","Sylvia Plath","Gabriel Garcia Marquez","White / Caucasian","Man",37,1,1,25
"treat","high",1,1,1,0,1,1,0,0,1,2,4,4,5,"Herman Melville","Jack London","Maya Angelou","Joyce Carol Oates","Rudyard Kipling","Charles Dickens","J.K. Rowling","White / Caucasian","Woman",43,0,1,25
"treat","low",1,0,1,1,1,0,0,1,0,3,2,1,2,"Flann O'Brien","Edward Upward","Zadie Smith","Jane Austen","Charles Dickens","Joyce Carol Oates","Ernest Hemingway","Black or African American","Woman",25,0,0,25
"treat","high",1,0,1,1,1,0,1,0,0,3,3,5,4,"Charles Dickens","J.K. Rowling","J.R.R. Tolkien","James Joyce","Virginia Woolf","Lucy Maud","George Orwell","White / Caucasian","Man",45,1,1,25
"control","high",0,1,1,1,0,1,1,0,0,4,5,3,3,"Lucy Maud","Virginia Woolf","Victor Hugo","Anya Seton","George Orwell","Margaret Atwood","Maya Angelou","Black or African American","Woman",27,0,0,25
"control","low",0,1,1,1,0,0,0,0,0,3,3,2,4,"Virginia Woolf","Antoine de Saint-Exupéry","J.K. Rowling","Joyce Carol Oates","Charles Dickens","John Steinbeck","J.D. Salinger","Black or African American","Woman",33,0,0,25
"treat","low",1,0,1,1,1,1,1,0,0,2,2,1,3,"George Orwell","Ray Bradbury","Michael Crichton","Jane Austen","Charles Dickens","Zadie Smith","Sylvia Plath","White / Caucasian","Woman",26,0,1,25
"treat","low",1,1,1,0,1,0,0,0,1,3,2,2,2,"Sylvia Plath","Neil Gaiman","F. Scott Fitzgerald","Joyce Carol Oates","J.K. Rowling","Ernest Hemingway","Michael Crichton","White / Caucasian","Woman",33,0,1,25
"treat","high",1,1,1,0,1,0,1,1,1,2,4,4,4,"Jack London","J.R.R. Tolkien","George Orwell","Joyce Carol Oates","Virginia Woolf","Herman Melville","Jorge Luis Borges","White / Caucasian","Woman",37,0,1,25
"treat","low",1,1,1,0,1,1,1,1,0,3,2,2,2,"Charles Dickens","George Orwell","J.K. Rowling","Zadie Smith","Jane Austen","F. Scott Fitzgerald","Virginia Woolf","White / Caucasian","Man",49,1,1,25
"control","low",0,1,1,1,0,1,1,1,0,2,2,1,6,"J.K. Rowling","Charles Dickens","Michael Crichton","Joyce Carol Oates","John Steinbeck","Ray Bradbury","Virginia Woolf","Black or African American","Woman",28,0,0,25
"treat","low",1,1,1,0,1,0,0,0,0,3,3,2,1,"Ernest Hemingway","George Orwell","Sylvia Plath","Virginia Woolf","J.K. Rowling","Kurt Vonnegut","J.D. Salinger","White / Caucasian","Man",39,1,1,25
"treat","high",1,1,0,1,1,1,0,0,1,4,6,3,1,"Sylvia Plath","Lucy Maud","Virginia Woolf","Maya Angelou","George Orwell","Victor Hugo","Isabel Allende","Black or African American","Woman",27,0,0,25
"treat","high",1,1,1,0,1,0,1,1,1,3,3,2,2,"Neil Gaiman","Charles Dickens","Jane Austen","Maya Angelou","Isabel Allende","Ernest Hemingway","Jorge Luis Borges","White / Caucasian","Man",31,1,1,25
"treat","low",1,0,1,1,1,0,1,1,0,2,2,3,1,"Ernest Hemingway","Kurt Vonnegut","Virginia Woolf","Oscar Wilde","Joyce Carol Oates","J.D. Salinger","Nathaniel Hawthorne","White / Caucasian","Man",50,1,1,25
"control","high",0,1,1,1,0,0,1,1,0,4,3,1,3,"Oscar Wilde","Margaret Atwood","J.K. Rowling","Maya Angelou","Isabel Allende","George Orwell","Victor Hugo","Hispanic / Latinx","Man",30,1,0,25
"control","low",0,1,1,1,0,0,0,1,0,1,1,1,1,"Ray Bradbury","Edward Upward","Neil Gaiman","Virginia Woolf","Albert Camus","Gabriel Garcia Marquez","Oscar Wilde","White / Caucasian","Man",69,1,1,25
"control","low",0,1,1,1,0,0,1,1,0,2,1,4,2,"J.K. Rowling","Oscar Wilde","F. Scott Fitzgerald","Jane Austen","Ernest Hemingway","Charles Dickens","Nathaniel Hawthorne","White / Caucasian","Woman",29,0,1,25
"control","high",0,1,1,1,0,0,1,1,1,2,2,4,3,"Jane Austen","James Joyce","Margaret Atwood","Ernest Hemingway","Jack London","Charles Dickens","Herman Melville","White / Caucasian","Woman",57,0,1,25
"treat","high",1,1,1,0,1,0,0,1,1,1,2,4,2,"J.R.R. Tolkien","Ayn Rand","Oscar Wilde","Charles Dickens","George Orwell","Ernest Hemingway","Rudyard Kipling","Asian / Pacific Islander","Man",23,1,0,25
"control","low",0,1,1,1,0,0,0,0,0,2,2,0,2,"J.D. Salinger","J.K. Rowling","Sylvia Plath","Neil Gaiman","George Orwell","John Steinbeck","Flann O'Brien","White / Caucasian","Man",34,1,1,25
"control","low",0,1,1,1,0,0,0,0,1,0,2,2,3,"Charles Dickens","John Steinbeck","Ernest Hemingway","Ray Bradbury","George Orwell","J.D. Salinger","Michael Crichton","White / Caucasian","Man",71,1,1,25
"treat","low",1,0,1,1,1,1,1,0,0,2,2,1,2,"Ray Bradbury","Nathaniel Hawthorne","Zadie Smith","Joyce Carol Oates","J.D. Salinger","Gabriel Garcia Marquez","Sylvia Plath","Black or African American","Woman",37,0,0,25
"treat","high",1,0,1,1,1,1,0,0,0,3,2,4,4,"Ayn Rand","Jack London","Herman Melville","Virginia Woolf","Rudyard Kipling","J.K. Rowling","Jane Austen","White / Caucasian","Woman",34,0,1,25
"treat","low",1,0,1,1,1,0,0,1,0,3,3,3,3,"J.K. Rowling","Jane Austen","Charles Dickens","Nathaniel Hawthorne","F. Scott Fitzgerald","Joyce Carol Oates","Ernest Hemingway","White / Caucasian","Woman",29,0,1,25
"control","low",0,1,1,1,0,1,0,0,0,1,2,2,2,"Michael Crichton","Ray Bradbury","Edward Upward","Nathaniel Hawthorne","Sylvia Plath","Oscar Wilde","Jane Austen","White / Caucasian","Woman",20,0,1,25
"control","high",0,1,1,1,0,0,1,1,1,6,5,1,3,"Maya Angelou","Isabel Allende","Margaret Atwood","Joyce Carol Oates","Sylvia Plath","Virginia Woolf","Jorge Luis Borges","Black or African American","Woman",50,0,0,25
"control","low",0,1,1,1,0,0,0,0,0,3,1,1,1,"Virginia Woolf","Kurt Vonnegut","Albert Camus","Zadie Smith","Jane Austen","Michael Crichton","Neil Gaiman","White / Caucasian","Man",50,1,1,25
"control","high",0,1,1,1,0,1,1,0,0,3,3,2,4,"Margaret Atwood","George Orwell","Charles Dickens","J.K. Rowling","Jane Austen","J.R.R. Tolkien","Maya Angelou","White / Caucasian","Woman",58,0,1,25
"control","low",0,1,1,1,0,0,0,0,1,2,3,3,0,"Kurt Vonnegut","Albert Camus","Oscar Wilde","Virginia Woolf","Nathaniel Hawthorne","Sylvia Plath","John Steinbeck","White / Caucasian","Man",47,1,1,25
"treat","high",1,0,1,1,1,0,0,1,1,6,3,0,4,"J.K. Rowling","Zadie Smith","Anya Seton","Maya Angelou","Margaret Atwood","Joyce Carol Oates","Jack London","White / Caucasian","Woman",37,0,1,25
"control","high",0,1,1,1,0,1,1,1,1,2,2,4,4,"J.K. Rowling","Herman Melville","Ernest Hemingway","Oscar Wilde","Margaret Atwood","J.R.R. Tolkien","Lucy Maud","White / Caucasian","Woman",75,0,1,25
"treat","high",1,1,0,1,1,0,0,1,1,4,3,2,5,"Margaret Atwood","Isabel Allende","J.K. Rowling","Rudyard Kipling","Maya Angelou","Charles Dickens","J.R.R. Tolkien","White / Caucasian","Woman",45,0,1,25
"treat","low",1,0,1,1,1,0,0,0,1,4,3,1,2,"Gabriel Garcia Marquez","Sylvia Plath","Virginia Woolf","Ray Bradbury","Jane Austen","Joyce Carol Oates","Michael Crichton","White / Caucasian","Woman",42,0,1,25
"control","low",0,1,1,1,0,0,1,1,1,2,1,2,1,"John Steinbeck","Jane Austen","Oscar Wilde","Virginia Woolf","Flann O'Brien","Edward Upward","Charles Dickens","White / Caucasian","Man",51,1,1,25
"treat","low",1,0,1,1,1,1,0,0,0,3,4,1,1,"Virginia Woolf","Sylvia Plath","Kurt Vonnegut","George Orwell","Joyce Carol Oates","Gabriel Garcia Marquez","Jane Austen","White / Caucasian","Woman",42,0,1,25
"treat","high",1,1,0,1,1,0,1,1,1,2,3,3,3,"J.R.R. Tolkien","Charles Dickens","Sylvia Plath","George Orwell","Anya Seton","Ernest Hemingway","Jorge Luis Borges","Black or African American","Man",28,1,0,25
"control","high",0,1,1,1,0,0,0,1,0,2,5,5,3,"Charles Dickens","J.R.R. Tolkien","Virginia Woolf","Victor Hugo","Herman Melville","Sylvia Plath","Ernest Hemingway","White / Caucasian","Man",31,1,1,25
"treat","low",1,1,1,0,1,0,0,0,1,0,2,3,2,"George Orwell","F. Scott Fitzgerald","Ernest Hemingway","Charles Dickens","John Steinbeck","J.D. Salinger","Michael Crichton","White / Caucasian","Man",58,1,1,25
"control","low",0,1,1,1,0,0,0,0,1,1,2,3,1,"Jane Austen","George Orwell","Charles Dickens","F. Scott Fitzgerald","J.D. Salinger","Ernest Hemingway","John Steinbeck","Hispanic / Latinx","Woman",63,0,0,25
"control","low",0,1,1,1,0,0,0,0,0,1,3,1,1,"George Orwell","Nathaniel Hawthorne","John Steinbeck","Sylvia Plath","Gabriel Garcia Marquez","Albert Camus","Kurt Vonnegut","White / Caucasian","Woman",50,0,1,25
"control","high",0,1,1,1,0,1,1,0,1,4,4,2,2,"Margaret Atwood","Lucy Maud","Neil Gaiman","Jane Austen","Oscar Wilde","Maya Angelou","Joyce Carol Oates","White / Caucasian","Woman",75,0,1,25
"treat","high",1,0,1,1,1,0,0,1,0,3,3,2,2,"Rudyard Kipling","Margaret Atwood","George Orwell","Ayn Rand","Ernest Hemingway","Sylvia Plath","Oscar Wilde","White / Caucasian","Man",50,1,1,25
"treat","low",1,1,1,0,1,0,1,1,0,2,2,3,3,"Jane Austen","Charles Dickens","Ray Bradbury","Virginia Woolf","John Steinbeck","Oscar Wilde","Nathaniel Hawthorne","Black or African American","Woman",60,0,0,25
"treat","low",1,0,1,1,1,0,1,1,1,4,2,2,1,"J.K. Rowling","J.D. Salinger","Zadie Smith","F. Scott Fitzgerald","Sylvia Plath","Virginia Woolf","Charles Dickens","White / Caucasian","Woman",42,0,1,25
"control","high",0,1,1,1,0,1,1,1,0,2,4,3,3,"Charles Dickens","George Orwell","J.K. Rowling","Victor Hugo","Margaret Atwood","Oscar Wilde","Virginia Woolf","White / Caucasian","Woman",40,0,1,25
"treat","high",1,1,0,1,1,0,1,0,0,2,3,3,3,"Herman Melville","Oscar Wilde","Margaret Atwood","Jane Austen","J.R.R. Tolkien","Neil Gaiman","George Orwell","White / Caucasian","Man",30,1,1,25
"control","high",0,1,1,1,0,1,0,0,1,6,5,1,2,"Maya Angelou","Margaret Atwood","Joyce Carol Oates","Sylvia Plath","Virginia Woolf","Zadie Smith","Isabel Allende","White / Caucasian","Woman",54,0,1,25
"treat","high",1,1,1,0,1,0,1,1,1,3,4,3,1,"Maya Angelou","Virginia Woolf","Herman Melville","George Orwell","Oscar Wilde","Jane Austen","Charles Dickens","White / Caucasian","Woman",42,0,1,25
"control","low",0,1,1,1,0,0,0,0,0,2,2,1,3,"Ernest Hemingway","George Orwell","Michael Crichton","Joyce Carol Oates","Ray Bradbury","Jane Austen","Neil Gaiman","White / Caucasian","Man",30,1,1,25
"control","high",0,1,1,1,0,0,1,1,0,4,2,2,5,"Rudyard Kipling","Isabel Allende","Margaret Atwood","Jack London","J.K. Rowling","Maya Angelou","Victor Hugo","Black or African American","Woman",28,0,0,25
"control","low",0,1,1,1,0,1,0,0,0,3,2,1,2,"John Steinbeck","Ernest Hemingway","Jane Austen","Gabriel Garcia Marquez","Sylvia Plath","Joyce Carol Oates","Zadie Smith","Asian / Pacific Islander","Woman",58,0,0,25
"control","high",0,1,1,1,0,1,0,0,1,4,3,2,4,"Jane Austen","J.K. Rowling","Maya Angelou","Margaret Atwood","Charles Dickens","J.R.R. Tolkien","Isabel Allende","White / Caucasian","Woman",34,0,1,25
"control","low",0,1,1,1,0,0,0,0,0,2,3,2,1,"Ray Bradbury","George Orwell","Ernest Hemingway","Albert Camus","Sylvia Plath","Virginia Woolf","Kurt Vonnegut","White / Caucasian","Man",37,1,1,25
"treat","low",1,1,1,0,1,0,0,1,0,1,2,2,2,"J.K. Rowling","Charles Dickens","F. Scott Fitzgerald","Kurt Vonnegut","George Orwell","J.D. Salinger","Oscar Wilde","White / Caucasian","Woman",68,0,1,25
"control","high",0,1,1,1,0,0,1,1,1,2,3,3,1,"Ayn Rand","Victor Hugo","George Orwell","Jane Austen","Herman Melville","Ernest Hemingway","Charles Dickens","White / Caucasian","Man",31,1,1,25
"treat","high",1,1,1,0,1,0,1,0,0,3,5,3,1,"Jorge Luis Borges","Virginia Woolf","George Orwell","Victor Hugo","Maya Angelou","Jane Austen","Neil Gaiman","White / Caucasian","Man",32,1,1,25
"treat","low",1,1,1,0,1,0,0,0,0,4,2,1,2,"Kurt Vonnegut","Michael Crichton","Virginia Woolf","Zadie Smith","Jane Austen","Joyce Carol Oates","Gabriel Garcia Marquez","White / Caucasian","Woman",29,0,1,25
"treat","low",1,1,0,1,1,1,1,1,0,1,2,0,3,"Ray Bradbury","Joyce Carol Oates","John Steinbeck","Kurt Vonnegut","George Orwell","J.D. Salinger","Virginia Woolf","White / Caucasian","Woman",67,0,1,25
"control","high",0,1,1,1,0,0,0,1,1,3,4,2,3,"J.K. Rowling","Neil Gaiman","James Joyce","Lucy Maud","George Orwell","Margaret Atwood","J.R.R. Tolkien","White / Caucasian","Woman",39,0,1,25
"treat","high",1,0,1,1,1,0,0,1,0,2,4,5,4,"Lucy Maud","Charles Dickens","Jack London","Victor Hugo","Jane Austen","Herman Melville","James Joyce","Black or African American","Man",44,1,0,25
"control","low",0,1,1,1,0,0,0,0,1,4,2,2,2,"Zadie Smith","J.K. Rowling","Joyce Carol Oates","Sylvia Plath","F. Scott Fitzgerald","Ernest Hemingway","Ray Bradbury","Black or African American","Woman",37,0,0,25
"control","low",0,1,1,1,0,0,0,0,1,2,3,2,2,"Sylvia Plath","Charles Dickens","Neil Gaiman","J.K. Rowling","George Orwell","Oscar Wilde","Ray Bradbury","White / Caucasian","Woman",51,0,1,25
"treat","high",1,1,1,0,1,1,0,0,1,5,2,1,3,"J.R.R. Tolkien","Margaret Atwood","Maya Angelou","Jane Austen","Isabel Allende","Zadie Smith","J.K. Rowling","White / Caucasian","Woman",43,0,1,25
"control","high",0,1,1,1,0,0,0,1,0,3,3,4,3,"Rudyard Kipling","Jane Austen","Ernest Hemingway","Maya Angelou","Charles Dickens","Lucy Maud","Oscar Wilde","White / Caucasian","Man",36,1,1,25
"treat","low",1,1,0,1,1,0,0,0,0,2,0,1,2,"Zadie Smith","Michael Crichton","Neil Gaiman","J.K. Rowling","Kurt Vonnegut","Oscar Wilde","Antoine de Saint-Exupéry","White / Caucasian","Man",60,1,1,25
